Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length_duplicated_0,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
53,50220,2,2,76,120,38,38,38.0,0.0,60,60,60.0,0.0,3902.827559,79.64954202,16740.0,28990.20043,50215,1,1,1.0,0.0,1,1,4,4.0,0.0,4,4,0,0,0,0,64,40,39.82477101,39.82477101,38,60,46.8,12.04989627,145.2,0,0,0,0,0,0,0,0,1,58.5,38.0,60.0,64,0,0,0,0,0,0,2,76,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
443,117336845,13,13,618,4676,196,0,47.5384615385,64.6446896306,1430,0,359.6923076923,585.6378836527,45.1179678472,0.2215842773,4693473.8,16120567.7969877,58288626,1,117336845,9778070.41666667,22644253.5399147,58288626,4050,117101856,9758488.0,22745468.9130726,58518467,1,0,0,0,0,272,272,0.1107921387,0.1107921387,0,1430,196.0740740741,431.415017563,186118.917378917,0,0,0,1,0,0,0,0,1,203.6153846154,47.5384615385,359.6923076923,272,0,0,0,0,0,0,13,618,13,4676,8192,351,12,20,294840.0,91930.952622063,359845,229835,58256140.0,45942.1417872524,58288626,58223654,0
49653,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16384,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,29555,3,5,349,11595,349,0,116.3333333,201.4952439,5792,0,2319.0,2423.629716,404127.8971,270.6817797,4222.142857,7795.904853,20238,5,8987,4493.5,6347.697575,8982,5,29507,7376.75,9544.522701,20238,57,0,0,0,0,104,168,101.5056674,169.1761123,0,5792,1327.111111,2081.331151,4331939.361,0,0,0,1,0,0,0,0,1,1493.0,116.3333333,2319.0,104,0,0,0,0,0,0,3,349,5,11595,29200,235,1,32,0.0,0.0,0,0,0.0,0.0,0,0,1
56014,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,361,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
59043,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,124,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,82415605,8,5,56,11607,20,0,7.0,5.656854249,5840,0,2321.4,3173.373883,141.514462,0.157737118,6867967.083,20300000.0,70600000,3,80600000,11500000.0,26300000.0,70600000,3,1798194,449548.5,898419.7421,1797178,3,0,0,0,0,172,112,0.097068996,0.060668122,0,5840,833.5,2103.115592,4423095.192,0,0,0,0,1,0,0,0,0,897.6153846,7.0,2321.4,172,0,0,0,0,0,0,8,56,5,11607,256,229,6,20,3009.0,0.0,3009,3009,40300000.0,42900000.0,70600000,9987723,1
80,99511955,8,6,376,11595,370,0,47.0,130.5285957,5792,0,1932.5,2181.008184,120.297104,0.140686614,7654765.769,27600000.0,99400000,1,99400000,14200000.0,37600000.0,99400000,1,148730,29746.0,59864.57692,136437,45,0,0,0,0,252,200,0.080392351,0.060294263,0,5792,798.0666667,1620.727371,2626757.21,0,0,0,0,1,0,0,0,0,855.0714286,47.0,1932.5,252,0,0,0,0,0,0,8,376,6,11595,251,235,2,20,1006.0,0.0,1006,1006,99400000.0,0.0,99400000,99400000,1
53,205,2,2,68,132,34,34,34.0,0.0,66,66,66.0,0.0,975609.7561,19512.19512,68.33333333,76.55281401,153,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,9756.097561,9756.097561,34,66,46.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,58.5,34.0,66.0,64,0,0,0,0,0,0,2,68,2,132,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
3268,110942561,36,18,7254,1296,403,0,201.5,204.3582988,72,72,72.0,0.0,77.06690672,0.486738358,2093255.868,6659874.846,33900000,3,111000000,3169787.457,8020142.585,33900000,3,111000000,6526006.235,10700000.0,34000000,3,1,0,0,0,1152,576,0.324492239,0.162246119,0,403,162.7818182,178.5589114,31883.28485,0,1,0,0,1,0,0,0,0,165.7962963,201.5,72.0,1152,0,0,0,0,0,0,36,7254,18,1296,299,2081,17,32,433886.8333,1026223.809,2527804,436,18100000.0,10700000.0,33900000,5630314,0
443,248502,13,8,844,5242,373,0,64.9230769231,119.5480806611,1738,0,655.25,763.8355750515,24490.7485654039,84.5063621218,12425.1,20972.2690108428,52813,1,248502,20708.5,24479.2961221593,52867,1,188649,26949.8571428571,34123.2337048556,80218,49,0,0,0,0,428,264,52.3134622659,32.1928998559,0,1738,276.6363636364,537.2602938768,288648.623376623,0,0,0,1,0,0,0,0,0,289.8095238095,64.9230769231,655.25,428,0,0,0,0,0,0,13,844,8,5242,65535,114,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
6489,7139,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,2521.361535,420.2269225,3569.5,5043.79267,7136,3,7139,3569.5,5043.79267,7136,3,0,0.0,0.0,0,0,0,0,0,0,60,0,420.2269225,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,373,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,3002946,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.999018963,1501473.0,710621.1019,2003958,998988,3002946,1501473.0,710621.1019,2003958,998988,0,0.0,0.0,0,0,0,0,0,0,120,0,0.999018963,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,120,0,0,0,0,0,0,3,0,0,0,29200,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,12039828,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.491729948,0.415288325,3009957.0,6018576.018,12000000,3,12000000,3009957.0,6018576.018,12000000,3,0,0.0,0.0,0,0,0,0,0,0,100,0,0.415288325,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2007.0,0.0,2007,2007,12000000.0,0.0,12000000,12000000,1
80,12164657,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.46616078,0.411026797,3041164.25,6077676.396,12200000,4,12200000,3041164.25,6077676.396,12200000,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.411026797,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,6979.0,0.0,6979,6979,12200000.0,0.0,12200000,12200000,1
80,86362252,8,5,418,11595,412,0,52.25,145.3761132,8699,0,2319.0,3780.562524,139.1001244,0.150528729,7196854.333,24600000.0,85400000,1,86400000,12300000.0,32200000.0,85400000,1,1230,307.5,338.4597465,791,3,0,0,0,0,260,168,0.092633064,0.057895665,0,8699,858.0714286,2384.584868,5686244.995,0,0,0,0,1,0,0,0,0,924.0769231,52.25,2319.0,260,0,0,0,0,0,0,8,418,5,11595,296,235,2,20,5.0,0.0,5,5,85400000.0,0.0,85400000,85400000,1
443,193363,13,8,906,3776,421,0,69.6923076923,130.5395116528,1418,0,472.0,619.239395203,24213.5258555153,108.6040245549,9668.15,14990.0666241804,37846,1,193363,16113.5833333333,16773.6414838516,37915,1,153776,21968.0,27265.9032126207,53770,3,0,0,0,0,428,264,67.2310628197,41.3729617352,0,1418,212.8181818182,421.8828133796,177985.108225108,0,0,0,1,0,0,0,0,0,222.9523809524,69.6923076923,472.0,428,0,0,0,0,0,0,13,906,8,3776,65535,349,6,32,0.0,0.0,0,0,0.0,0.0,0,0,0
5317,180,3,1,43,6,31,6,14.3333333333,14.4337567297,6,6,6.0,0.0,272222.222222222,22222.2222222222,60.0,57.5586657246,119,4,180,90.0,121.6223663641,176,4,0,0.0,0.0,0,0,0,0,0,0,60,20,16666.6666666667,5555.5555555556,6,31,11.0,11.1803398875,125.0,0,0,0,0,1,0,0,0,0,13.75,14.3333333333,6.0,60,0,0,0,0,0,0,3,43,1,6,984,0,2,20,0.0,0.0,0,0,0.0,0.0,0,0,0
443,3,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,10300000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.6667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,354,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1412357,3,3,26,11601,20,0,8.666666667,10.26320288,11595,0,3867.0,6692.644993,8232.337858,4.248217696,282471.4,617841.0716,1387540,61,24756,12378.0,17062.48663,24443,313,1412275,706137.5,963648.6569,1387540,24735,0,0,0,0,72,72,2.124108848,2.124108848,0,11595,1661.0,4380.487987,19200000.0,0,0,0,1,0,0,0,0,1,1937.833333,8.666666667,3867.0,72,0,0,0,0,0,0,3,26,3,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,85148225,8,7,752,11595,373,0,94.0,172.2149819,4344,0,1656.428571,1547.737688,145.0059587,0.17616339,6082016.071,22700000.0,84900000,2,85100000,12200000.0,32100000.0,84900000,2,281613,46935.5,90822.52597,226995,14,0,0,0,0,252,232,0.093953808,0.082209582,0,4344,771.6875,1273.564798,1621967.296,0,0,0,0,1,0,0,0,0,823.1333333,94.0,1656.428571,252,0,0,0,0,0,0,8,752,7,11595,251,235,3,20,2000.0,0.0,2000,2000,84900000.0,0.0,84900000,84900000,1
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
443,35755,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,335.6173961684,55.9362326947,35755.0,0.0,35755,35755,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,27.9681163474,27.9681163474,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,326,66,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
49671,26361049,21,14,3720,2672,936,0,177.1428571429,268.1367721358,952,0,190.8571428571,324.9593719322,242.4789696343,1.3277165108,775324.970588235,4298075.29676741,25084797,1,26361049,1318052.45,5597543.47699389,25084797,1,1068197,82169.0,295756.819032123,1066507,2,0,0,0,0,444,304,0.7966299065,0.5310866043,0,952,177.5555555556,285.0932122702,81278.1396825397,0,0,0,1,0,0,0,0,0,182.6285714286,177.1428571429,190.8571428571,444,0,0,0,0,0,0,21,3720,14,2672,8192,2053,19,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,57201,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,203265.6772,122.3754829,9533.5,17414.28818,43747,49,12788,6394.0,8348.102659,12297,491,57035,19011.66667,22253.14057,43747,617,0,0,0,0,72,92,52.44663555,69.9288474,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,114733851,17,15,932,3546,424,0,54.82352941,138.9605318,1770,0,236.4,622.6419287,39.02945784,0.278906353,3701091.968,4808034.215,10000000,71,115000000,7168767.813,4491668.557,10000000,5374,115000000,8192868.571,3783848.919,10000000,1045,0,0,0,0,352,444,0.148169,0.130737353,0,1770,135.6969697,433.6704167,188070.0303,0,0,0,1,0,0,0,0,0,139.9375,54.82352941,236.4,352,0,0,0,0,0,0,17,932,15,3546,8192,980,16,20,427049.7273,1304750.471,4361020,33403,10000000.0,419.8422214,10000000,9999774,0
82,19,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,421052.6316,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,52631.57895,52631.57895,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
443,116403034,23,24,1655,5944,626,0,71.95652174,178.9218921,1460,0,247.6666667,487.3421855,65.28180357,0.403769544,2530500.739,4282787.099,10000000,1,116000000,5291047.0,4960910.012,10100000,1,111000000,4844600.435,5099205.276,10100000,2,0,0,0,0,472,488,0.197589351,0.206180193,0,1460,158.3125,373.4555234,139469.0279,0,0,0,1,0,0,0,0,1,161.6808511,71.95652174,247.6666667,472,0,0,0,0,0,0,23,1655,24,5944,8192,5902,22,20,149690.3636,295700.4634,1041253,59800,9979906.909,62923.47372,10000000,9790595,0
41338,4,3,0,76,0,45,0,25.3333333333,23.0289672659,0,0,0.0,0.0,19000000.0,750000.0,2.0,2.8284271247,4,0,4,2.0,2.8284271247,4,0,0,0.0,0.0,0,0,1,0,0,0,96,0,750000.0,0.0,0,45,30.25,21.2190951739,450.25,0,1,0,0,1,0,0,0,0,40.3333333333,25.3333333333,0.0,96,0,0,0,0,0,0,3,76,0,0,204,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
137,1577655,39,0,1950,0,50,50,50.0,0.0,0,0,0.0,0.0,1236.0116755565,24.7202335111,41517.2368421053,178499.710603359,791691,1,1577655,41517.2368421053,178499.710603359,791691,1,0,0.0,0.0,0,0,0,0,0,0,1248,0,24.7202335111,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,51.2820512821,50.0,0.0,1248,0,0,0,0,0,0,39,1950,0,0,-1,-1,38,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,64,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,1
53,30649,2,2,80,194,40,40,40.0,0.0,97,97,97.0,0.0,8939.9327873666,130.5099676988,10216.3333333333,17688.2801971626,30641,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,65.2549838494,65.2549838494,40,97,62.8,31.2201857778,974.7,0,0,0,0,0,0,0,0,1,78.5,40.0,97.0,40,0,0,0,0,0,0,2,80,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,30872,1,1,60,76,60,60,60.0,0.0,76,76,76.0,0.0,4405.286344,64.7836227,30872.0,0.0,30872,30872,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.39181135,32.39181135,60,76,65.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,98.0,60.0,76.0,32,0,0,0,0,0,0,1,60,1,76,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
52168,46,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,260869.5652,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,21739.13043,21739.13043,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,127,252,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,31648,2,2,84,362,42,42,42.0,0.0,181,181,181.0,0.0,14092.5176946411,126.3902932255,10549.3333333333,18226.9612753562,31596,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,40,40,63.1951466127,63.1951466127,42,181,97.6,76.1334354932,5796.3,0,0,0,0,0,0,0,0,1,122.0,42.0,181.0,40,0,0,0,0,0,0,2,84,2,362,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
65318,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.666666667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,362,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,0
27352,69,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,86956.52174,28985.50725,69.0,0.0,69,69,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,14492.75362,14492.75362,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,10991,2,1,12,0,6,6,6.0,0.0,0,0,0.0,0.0,1091.802384,272.9505959,5495.5,7754.840069,10979,12,10991,10991.0,0.0,10991,10991,0,0.0,0.0,0,0,0,0,0,0,40,32,181.967064,90.98353198,0,6,4.5,3.0,9.0,1,0,0,0,0,0,0,0,0,6.0,6.0,0.0,40,0,0,0,0,0,0,2,12,1,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
443,108773,6,5,2020,1675,1350,38,336.6666666667,510.6198847153,1350,35,335.0,572.0371491433,33969.8270710562,101.1280372887,10877.3,12821.6552844527,31741,2,108773,21754.6,33458.479878799,76112,2,52094,13023.5,11531.2807181163,24767,4,0,0,0,0,120,100,55.160747612,45.9672896767,35,1350,420.4166666667,568.5115267614,323205.356060606,0,0,0,0,0,0,0,0,0,458.6363636364,336.6666666667,335.0,120,0,0,0,0,0,0,6,2020,5,1675,-1,-1,5,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,298,2,2,60,234,30,30,30.0,0.0,117,117,117.0,0.0,986577.1812,13422.81879,99.33333333,131.7282556,249,1,48,48.0,0.0,48,48,1,1.0,0.0,1,1,0,0,0,0,64,64,6711.409396,6711.409396,30,117,64.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,81.0,30.0,117.0,64,0,0,0,0,0,0,2,60,2,234,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,85426353,5,6,384,11595,372,0,76.8,165.0490836,10136,0,1932.5,4060.245892,140.2260494,0.128765886,8542635.3,27000000.0,85300000,1,85300000,21300000.0,42600000.0,85300000,1,85400000,17100000.0,38100000.0,85300000,188,0,0,0,0,144,200,0.058529948,0.070235938,0,10136,998.75,2907.729421,8454890.386,1,0,0,0,0,0,0,0,1,1089.545455,76.8,1932.5,144,0,0,0,0,0,0,5,384,6,11595,0,235,2,20,10995.0,0.0,10995,10995,85300000.0,0.0,85300000,85300000,1
3546,31,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,258064.5161,64516.12903,31.0,0.0,31,31,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,32258.06452,32258.06452,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
1521,30,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,266666.6667,66666.66667,30.0,0.0,30,30,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,33333.33333,33333.33333,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
50527,1753676,2,1,6,6,6,0,3.0,4.2426406871,6,6,6.0,0.0,6.8427691318,1.710692283,876838.0,1239935.78244117,1753605,71,1753676,1753676.0,0.0,1753676,1753676,0,0.0,0.0,0,0,0,0,0,0,52,20,1.140461522,0.570230761,0,6,3.0,3.4641016151,12.0,0,0,0,0,1,0,0,0,0,4.0,3.0,6.0,52,0,0,0,0,0,0,2,6,1,6,14525,65535,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,197,2,2,88,144,44,44,44.0,0.0,72,72,72.0,0.0,1177664.975,20304.56853,65.66666667,30.61590001,101,47,47,47.0,0.0,47,47,49,49.0,0.0,49,49,0,0,0,0,64,64,10152.28426,10152.28426,44,72,55.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,69.0,44.0,72.0,64,0,0,0,0,0,0,2,88,2,144,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,0
80,86202268,6,8,420,11595,402,0,70.0,162.6726775,5792,0,1449.375,1895.881019,139.3814836,0.16240872,6630943.692,23800000.0,86000000,1,86000000,17200000.0,38500000.0,86000000,1,86200000,12300000.0,32500000.0,86000000,46,0,0,0,0,164,264,0.069603737,0.092804983,0,5792,801.4,1523.486968,2321012.543,1,0,0,0,0,0,0,0,1,858.6428571,70.0,1449.375,164,0,0,0,0,0,0,6,420,8,11595,0,235,3,20,10998.0,0.0,10998,10998,86000000.0,0.0,86000000,86000000,1
50636,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
6025,14,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,428571.4286,142857.1429,14.0,0.0,14,14,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,71428.57143,71428.57143,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,1
80,8061797,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.721254703,0.620209117,2015449.25,4029506.529,8059709,10,8061797,2015449.25,4029506.529,8059709,10,0,0.0,0.0,0,0,0,0,0,0,100,0,0.620209117,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2088.0,0.0,2088,2088,8059709.0,0.0,8059709,8059709,1
587,2,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,4000000.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,500000.0,500000.0,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,1
53,24164,2,2,62,126,31,31,31.0,0.0,63,63,63.0,0.0,7780.168846,165.5355074,8054.666667,13944.1637,24156,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,82.76775368,82.76775368,31,63,43.8,17.52712184,307.2,0,0,0,0,0,0,0,0,1,54.75,31.0,63.0,40,0,0,0,0,0,0,2,62,2,126,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
53,23802,1,1,50,78,50,50,50.0,0.0,78,78,78.0,0.0,5377.6993529956,84.0265523906,23802.0,0.0,23802,23802,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.0132761953,42.0132761953,50,78,59.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,89.0,50.0,78.0,20,0,0,0,0,0,0,1,50,1,78,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,0
80,15605,2,2,12,0,6,6,6.0,0.0,0,0,0.0,0.0,768.9842999,256.3281,5201.666667,8533.765074,15051,16,554,554.0,0.0,554,554,15589,15589.0,0.0,15589,15589,0,0,0,0,40,64,128.16405,128.16405,0,6,3.6,3.286335345,10.8,1,0,0,0,0,0,0,0,1,4.5,6.0,0.0,40,0,0,0,0,0,0,2,12,2,0,0,235,1,20,0.0,0.0,0,0,0.0,0.0,0,0,1
80,86,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,139534.8837,23255.81395,86.0,0.0,86,86,86,86.0,0.0,86,86,0,0.0,0.0,0,0,0,0,0,0,40,0,23255.81395,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,0
