dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,dload,sloss,dloss,tcprtt,synack,ackdat,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_dst_src_ltm,ct_state_ttl,ct_flw_http_mthd,is_sm_ips_ports,label,family,is_attack
0.057493,8,10,1038,820,31,29,126484.9609,102690.7578,2,2,0.000638,0.000514,0.000124,1,2,7,1,0,1.0,0,0,Benign,0
1.583184,234,438,13454,548216,31,29,67696.49219,2763873.25,21,197,0.000679,0.000546,0.000133,11,3,1,1,0,0.0,0,0,Benign,0
0.001153,2,2,130,162,31,29,450997.375,562012.125,0,0,0.0,0.0,0.0,1,4,1,1,0,0.0,0,0,Benign,0
0.369903,28,30,4992,3080,31,29,104113.7813,64406.07422,7,7,0.000622,0.000495,0.000127,9,4,4,3,0,0.0,0,0,Benign,0
1.125325,10,8,934,354,254,252,5978.717285,2203.807861,2,1,0.149947,0.097796,0.052151,1,1,1,1,1,1.0,0,1,Exploits,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.0,0.0,0.0,7,4,3,3,2,0.0,0,1,Generic,1
0.248584,10,8,808,2976,62,252,23428.69922,83802.65625,2,2,0.063112,0.011741,0.051371,1,1,1,1,1,1.0,0,1,DoS,1
0.694163,10,8,488,354,254,252,5070.85498,3572.647705,2,1,0.107741,0.058378,0.049363,7,3,1,1,1,0.0,0,1,Fuzzers,1
0.712153,12,14,1258,9396,62,252,12963.50586,98012.64063,3,5,0.098826,0.049004,0.049822,2,1,1,1,1,1.0,0,1,Exploits,1
0.025733,54,56,3302,40550,31,29,1007577.813,12381300.0,7,21,0.00062,0.00049,0.00013,8,1,2,1,0,0.0,0,0,Benign,0
0.001085,2,2,146,178,31,29,538248.875,656221.1875,0,0,0.0,0.0,0.0,5,2,2,1,0,0.0,0,0,Benign,0
0.001066,2,2,146,178,31,29,547842.4375,667917.4375,0,0,0.0,0.0,0.0,10,2,3,1,0,0.0,0,0,Benign,0
3e-06,2,0,200,0,254,0,266666656.0,0.0,0,0,0.0,0.0,0.0,7,2,6,2,2,0.0,0,1,Exploits,1
0.56674,12,8,4256,354,254,252,55079.93359,4375.904297,3,1,0.12756,0.062577,0.064983,1,1,10,1,1,1.0,0,1,Exploits,1
1.033612,12,18,1580,10168,31,29,11215.04004,74333.5,3,5,0.000677,0.000553,0.000124,1,2,2,1,0,1.0,0,0,Benign,0
2.92466,52,54,2934,3742,31,29,7872.368164,10046.97949,11,15,0.000634,0.000482,0.000152,1,4,3,2,0,0.0,0,0,Benign,0
0.01372,16,18,1540,1644,31,29,841982.5,905539.375,4,4,0.000584,0.00045,0.000134,6,8,5,3,0,0.0,0,0,Benign,0
1.524073,10,8,534,354,254,252,2524.813477,1627.218628,2,1,0.221318,0.115195,0.106123,4,3,3,1,1,0.0,0,1,Fuzzers,1
0.011919,40,42,2542,21294,31,29,1663898.0,13952177.0,7,14,0.000705,0.00057,0.000135,10,1,5,1,0,0.0,0,0,Benign,0
0.307146,10,8,808,1290,62,252,18961.66602,29406.20898,2,2,0.088376,0.042829,0.045547,1,2,1,1,1,1.0,0,1,Exploits,1
1.258145,14,18,1684,10168,31,29,9944.799805,61067.68359,3,5,0.000676,0.000544,0.000132,6,2,2,1,0,1.0,0,0,Benign,0
0.004085,8,10,1060,824,31,29,1817380.625,1453121.125,2,2,0.00071,0.00057,0.00014,1,2,4,1,0,1.0,0,0,Benign,0
1.223199,24,26,2048,2410,31,29,12838.4668,15160.24805,6,7,0.000785,0.000627,0.000158,6,1,5,1,0,0.0,0,0,Benign,0
6e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,12,6,6,6,2,0.0,0,1,Backdoors,1
0.001094,2,2,130,162,31,29,475319.9375,592321.8125,0,0,0.0,0.0,0.0,3,4,3,1,0,0.0,0,0,Benign,0
1.933749,122,126,7806,15616,31,29,32033.11328,64095.1875,30,32,0.000728,0.000552,0.000176,2,1,2,1,0,0.0,0,0,Benign,0
39.74884,20,16,1630,2160,62,252,311.757538,407.559052,4,4,0.143559,0.100129,0.04343,5,1,1,1,1,0.0,0,1,Analysis,1
0.021364,4,4,568,304,31,29,159520.6875,85377.27344,0,0,0.0,0.0,0.0,6,10,7,5,0,0.0,0,0,Benign,0
0.555695,222,438,12830,548216,31,29,183885.0469,7874319.5,21,197,0.000597,0.000462,0.000135,8,8,3,3,0,0.0,0,0,Benign,0
0.005329,4,4,568,312,31,29,639519.625,351285.4375,0,0,0.0,0.0,0.0,11,6,3,3,0,0.0,0,0,Benign,0
1.005733,12,18,1580,10168,31,29,11525.92188,76394.03125,3,5,0.000674,0.000528,0.000146,1,6,1,1,0,1.0,0,0,Benign,0
2.24483,10,16,548,9452,62,252,1760.489746,31581.90234,2,5,0.188577,0.102551,0.086026,1,8,1,1,1,1.0,0,1,Exploits,1
0.304569,10,6,534,268,254,252,12634.24707,5883.724121,2,1,0.116169,0.061866,0.054303,1,1,1,1,1,0.0,0,1,Fuzzers,1
0.815208,10,8,564,354,254,252,4985.230469,3042.168213,2,1,0.099943,0.039968,0.059975,2,1,1,1,1,0.0,0,1,Reconnaissance,1
1.1e-05,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,10,3,7,3,2,0.0,0,1,Exploits,1
0.001068,2,2,130,162,31,29,486891.4063,606741.5625,0,0,0.0,0.0,0.0,1,2,3,2,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,10,4,4,4,2,0.0,0,1,Generic,1
1.157545,14,8,8316,354,254,252,53368.12109,2142.465332,4,1,0.177844,0.081161,0.096683,1,1,2,1,1,1.0,0,1,Exploits,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,12,4,5,4,2,0.0,0,1,Generic,1
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.0,0.0,0.0,15,5,4,4,2,0.0,0,1,Generic,1
0.142985,16,18,1540,1644,31,29,80791.6875,86890.23438,4,4,0.000643,0.000504,0.000139,6,5,6,4,0,0.0,0,0,Benign,0
0.015876,48,50,2974,30516,31,29,1467876.0,15069790.0,7,18,0.000732,0.000598,0.000134,7,1,2,1,0,0.0,0,0,Benign,0
1.372259,62,26,59124,2034,62,252,339125.4688,11403.09473,28,8,0.121361,0.086681,0.03468,1,1,1,1,1,0.0,0,1,Exploits,1
0.043982,46,48,2854,31360,31,29,507844.125,5585376.0,7,17,0.000792,0.000633,0.000159,8,6,3,1,0,0.0,0,0,Benign,0
0.597901,12,8,1062,742,254,252,13032.25781,8697.091797,3,2,0.105908,0.065118,0.04079,4,2,1,1,1,0.0,0,1,Fuzzers,1
5e-06,2,0,200,0,254,0,160000000.0,0.0,0,0,0.0,0.0,0.0,19,4,5,4,2,0.0,0,1,DoS,1
1.159925,14,18,1684,10168,31,29,10786.9043,66238.76563,3,5,0.000703,0.000566,0.000137,2,2,1,2,0,1.0,0,0,Benign,0
0.891926,60,14,68197,612,254,252,601493.875,5103.5625,27,1,0.11253,0.042475,0.070055,4,1,1,1,1,1.0,0,1,Fuzzers,1
0.37761,14,6,8928,320,31,29,175652.125,5656.629883,4,1,0.00062,0.000495,0.000125,12,6,4,3,0,0.0,0,0,Benign,0
0.44134,12,6,582,788,254,252,9679.612305,11909.18555,2,1,0.0,0.0,0.0,1,1,1,1,1,0.0,0,1,Generic,1
0.990884,18,18,5764,4480,62,252,43952.67188,34167.46875,6,6,0.075756,0.022351,0.053405,1,1,1,1,1,1.0,0,1,Generic,1
0.000962,2,2,132,164,31,29,548856.5625,681912.6875,0,0,0.0,0.0,0.0,4,7,11,1,0,0.0,0,0,Benign,0
1e-05,2,0,200,0,254,0,80000000.0,0.0,0,0,0.0,0.0,0.0,12,4,5,4,2,0.0,0,1,Analysis,1
0.000585,4,2,216,112,31,29,2215384.75,765812.0,1,1,0.000576,0.000474,0.000102,3,3,3,1,0,0.0,0,0,Benign,0
0.0638,46,48,2854,30470,31,29,350094.0313,3741191.25,7,17,0.000704,0.000564,0.00014,12,2,6,1,0,0.0,0,0,Benign,0
1.005721,12,18,1580,10168,31,29,11526.05957,76394.94531,3,5,0.000684,0.000544,0.00014,1,2,4,1,0,1.0,0,0,Benign,0
0.033332,122,126,7810,15406,31,29,1859114.25,3668306.5,30,32,0.000683,0.000566,0.000117,3,1,2,1,0,0.0,0,0,Benign,0
0.700585,10,6,814,268,254,252,8370.147461,2557.862305,2,1,0.191078,0.09394,0.097138,1,1,2,1,1,0.0,0,1,Reconnaissance,1
3.5e-05,2,0,114,0,254,0,13028571.0,0.0,0,0,0.0,0.0,0.0,11,7,8,7,2,0.0,0,1,Generic,1
7e-06,2,0,200,0,254,0,114285712.0,0.0,0,0,0.0,0.0,0.0,10,3,7,3,2,0.0,0,1,Fuzzers,1
0.902536,52,54,2934,3742,31,29,25510.33984,32557.15039,11,15,0.000802,0.00053,0.000272,1,4,4,3,0,0.0,0,0,Benign,0
0.001951,4,4,512,304,31,29,1574577.125,934905.1875,0,0,0.0,0.0,0.0,10,15,10,4,0,0.0,0,0,Benign,0
0.0089,36,38,2334,16290,31,29,2040449.5,14257978.0,7,12,0.000791,0.000637,0.000154,8,6,8,4,0,0.0,0,0,Benign,0
6e-06,2,0,114,0,254,0,76000000.0,0.0,0,0,0.0,0.0,0.0,14,7,7,7,2,0.0,0,1,Generic,1
1.926151,12,10,1070,830,254,252,4074.446777,3102.560547,3,2,0.218345,0.139322,0.079023,3,2,1,1,1,0.0,0,1,Fuzzers,1
0.006335,24,26,2062,2424,31,29,2496606.25,2943646.5,6,7,0.000724,0.000581,0.000143,6,3,4,1,0,0.0,0,0,Benign,0
0.060843,50,50,3078,31920,31,29,396693.125,4113143.75,7,18,0.004952,0.004163,0.000789,7,2,4,2,0,0.0,0,0,Benign,0
0.036391,48,46,2958,29114,31,29,636860.75,6261328.0,7,17,0.001319,0.001159,0.00016,21,33,30,4,0,0.0,0,0,Benign,0
0.001769,4,4,544,304,31,29,1845110.25,1031091.063,0,0,0.0,0.0,0.0,4,4,3,3,0,0.0,0,0,Benign,0
1.114975,14,18,1684,10168,31,29,11221.77637,68909.17188,3,5,0.000622,0.000499,0.000123,3,7,3,2,0,1.0,0,0,Benign,0
0.561821,10,8,788,914,62,252,10109.98242,11391.5293,2,2,0.20447,0.140298,0.064172,1,1,1,1,1,1.0,0,1,DoS,1
0.001087,2,2,146,178,31,29,537258.5,655013.8125,0,0,0.0,0.0,0.0,6,5,4,2,0,0.0,0,0,Benign,0
2.7e-05,2,0,114,0,254,0,16888888.0,0.0,0,0,0.0,0.0,0.0,3,3,3,3,2,0.0,0,1,Generic,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,13,7,7,7,2,0.0,0,1,Generic,1
0.00113,2,2,146,178,31,29,516814.1563,630088.5,0,0,0.0,0.0,0.0,4,2,5,1,0,0.0,0,0,Benign,0
0.334834,10,6,866,268,254,252,18636.09961,5351.905762,2,1,0.119142,0.066431,0.052711,1,1,1,1,1,1.0,0,1,Reconnaissance,1
2.485306,10,10,798,1138,62,252,2314.403076,3299.392578,2,2,0.181263,0.103991,0.077272,3,1,2,1,1,1.0,0,1,DoS,1
0.024878,60,62,3614,50036,31,29,1142857.125,15830532.0,7,24,0.000744,0.000624,0.00012,5,1,2,1,0,0.0,0,0,Benign,0
0.222424,14,6,8928,320,31,29,298205.2188,9603.280273,4,1,0.000615,0.000482,0.000133,3,6,5,3,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,10,3,3,3,2,0.0,0,1,Generic,1
0.020702,52,42,37262,3380,31,29,14122693.0,1275239.125,18,8,0.000647,0.000502,0.000145,1,3,4,2,0,0.0,0,0,Benign,0
4e-06,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,6,4,5,4,2,0.0,0,1,Exploits,1
0.001014,2,2,146,178,31,29,575936.875,702169.625,0,0,0.0,0.0,0.0,3,3,3,2,0,0.0,0,0,Benign,0
0.46952,10,10,774,1392,62,252,11875.95801,21349.46289,2,2,0.097573,0.045362,0.052211,1,1,1,1,1,1.0,0,1,Exploits,1
0.491194,10,6,1206,268,254,252,17687.51172,3648.25293,2,1,0.154152,0.083042,0.07111,1,1,2,1,1,1.0,0,1,Exploits,1
1.03174,12,18,1580,10168,31,29,11235.38965,74468.375,3,5,0.000675,0.000538,0.000137,2,3,1,1,0,1.0,0,0,Benign,0
0.241061,10,6,1262,268,254,252,37700.0,7433.803223,2,1,0.071721,0.020266,0.051455,1,1,6,1,1,1.0,0,1,Exploits,1
0.530644,96,184,5938,217382,31,29,88601.77344,3259450.75,11,80,0.000631,0.000475,0.000156,16,6,2,2,0,0.0,0,0,Benign,0
0.224524,10,8,830,960,62,252,26616.30664,29929.98438,2,2,0.055643,0.00698,0.048663,3,2,2,2,1,1.0,0,1,Exploits,1
4e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.0,0.0,0.0,14,6,6,6,2,0.0,0,1,Analysis,1
0.928451,10,10,848,1418,62,252,6583.007812,11003.27344,2,2,0.118345,0.057231,0.061114,1,2,1,1,1,0.0,0,1,Exploits,1
1.23667,46,12,50387,526,254,252,318869.2188,3124.519775,20,1,0.173348,0.092115,0.081233,4,1,3,1,1,0.0,0,1,Fuzzers,1
5e-06,2,0,114,0,254,0,91200000.0,0.0,0,0,0.0,0.0,0.0,14,3,3,3,2,0.0,0,1,Generic,1
0.063837,46,48,2854,30470,31,29,349891.125,3739022.75,7,17,0.000697,0.000564,0.000133,6,4,8,2,0,0.0,0,0,Benign,0
0.33494,10,6,1074,268,254,252,23096.67578,5350.212402,2,1,0.149244,0.085692,0.063552,2,1,1,1,1,1.0,0,1,Exploits,1
0.023747,12,14,1064,2364,31,29,328799.4063,739798.6875,4,4,0.000635,0.000511,0.000124,5,1,1,1,0,0.0,0,0,Benign,0
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.0,0.0,0.0,7,3,4,3,2,0.0,0,1,Generic,1
1.1e-05,2,0,78,0,254,0,28363636.0,0.0,0,0,0.0,0.0,0.0,20,4,7,4,2,0.0,0,1,Fuzzers,1
0.417612,12,6,5928,320,31,29,104096.6328,5114.795898,3,1,0.000643,0.000506,0.000137,3,2,6,2,0,0.0,0,0,Benign,0
0.565521,10,6,588,268,254,252,7497.51123,3168.759521,2,1,0.238428,0.125587,0.112841,3,1,1,1,1,0.0,0,0,Benign,0
0.543999,12,8,1018,740,254,252,13735.31934,9529.428711,3,2,0.13508,0.051437,0.083643,5,1,1,1,1,0.0,0,1,Fuzzers,1
2.295047,10,10,838,1364,62,252,2631.754395,4280.522461,2,2,0.192375,0.098997,0.093378,2,1,1,1,1,1.0,0,1,Exploits,1
0.266796,8,16,424,1540,31,29,11124.60449,43299.0,1,4,0.000553,0.000442,0.000111,10,8,7,5,0,0.0,0,0,Benign,0
3.553457,14,6,5426,268,254,252,11344.44531,504.297638,6,1,0.253045,0.07485,0.178195,5,1,2,1,1,0.0,0,1,Exploits,1
0.025052,60,64,3614,44810,31,29,1134919.375,14085901.0,7,24,0.000715,0.000578,0.000137,5,2,2,1,0,0.0,0,0,Benign,0
0.584397,12,6,3654,268,254,252,45859.23438,3066.408447,3,1,0.126085,0.068666,0.057419,3,2,2,3,1,4.0,0,1,Reconnaissance,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.0,0.0,0.0,7,4,4,4,2,0.0,0,1,Generic,1
2.195291,12,8,1210,1686,254,252,4045.021729,5378.785645,2,2,0.103064,0.030539,0.072525,4,1,2,1,1,0.0,0,1,Generic,1
1.033592,12,12,578,682,254,252,4102.199219,4845.23877,3,4,0.203632,0.149437,0.054195,3,1,1,1,1,0.0,0,1,Fuzzers,1
0.013865,44,46,2750,27602,31,29,1550955.625,15579950.0,7,16,0.000695,0.000545,0.00015,8,3,5,3,0,0.0,0,0,Benign,0
0.004442,14,8,8928,424,31,29,14932013.0,668167.5,4,1,0.000676,0.000523,0.000153,3,6,8,4,0,0.0,0,0,Benign,0
0.77944,28,30,4832,3080,31,29,47829.21094,30565.53516,7,7,0.000773,0.000591,0.000182,8,2,1,1,0,0.0,0,0,Benign,0
0.001126,2,2,146,178,31,29,518650.0938,632326.8125,0,0,0.0,0.0,0.0,3,4,4,1,0,0.0,0,0,Benign,0
0.792894,122,126,7816,15582,31,29,78214.74219,155975.4531,30,32,0.00063,0.000495,0.000135,5,1,6,1,0,0.0,0,0,Benign,0
6.439861,52,54,2934,3742,31,29,3575.232666,4562.831543,11,15,0.000724,0.000569,0.000155,1,4,4,2,0,0.0,0,0,Benign,0
1.005929,14,18,1684,10168,31,29,12438.25391,76379.14844,3,5,0.000608,0.000486,0.000122,1,4,4,1,0,1.0,0,0,Benign,0
0.001292,2,2,132,164,31,29,408668.75,507739.9688,0,0,0.0,0.0,0.0,1,8,10,6,0,0.0,0,0,Benign,0
0.037995,46,48,2854,30136,31,29,587866.8125,6213238.5,7,17,0.000825,0.00063,0.000195,9,4,7,1,0,0.0,0,0,Benign,0
0.001038,2,2,146,178,31,29,562620.4375,685934.5,0,0,0.0,0.0,0.0,1,3,3,1,0,0.0,0,0,Benign,0
0.001817,4,4,528,304,31,29,1743533.375,1003852.5,0,0,0.0,0.0,0.0,5,4,3,3,0,0.0,0,0,Benign,0
0.579609,10,6,534,268,254,252,6638.958496,3091.739502,2,1,0.13641,0.066693,0.069717,3,1,1,1,1,0.0,0,1,Fuzzers,1
1.004867,12,18,1580,10168,31,29,11535.85547,76459.875,3,5,0.000648,0.000527,0.000121,1,2,2,4,0,1.0,0,0,Benign,0
1.1e-05,2,0,200,0,254,0,72727272.0,0.0,0,0,0.0,0.0,0.0,15,3,3,3,2,0.0,0,1,Fuzzers,1
1.310327,46,12,49699,526,254,252,296835.8125,2948.88208,20,1,0.130611,0.094803,0.035808,1,1,1,1,1,1.0,0,1,Exploits,1
0.001095,2,2,146,178,31,29,533333.375,650228.3125,0,0,0.0,0.0,0.0,1,4,4,2,0,0.0,0,0,Benign,0
12.512592,378,728,21350,924614,31,29,13614.44531,590345.4375,33,330,0.000587,0.000461,0.000126,12,1,3,1,0,0.0,0,0,Benign,0
0.001005,2,2,146,178,31,29,581094.5625,708457.75,0,0,0.0,0.0,0.0,2,5,4,2,0,0.0,0,0,Benign,0
0.613503,10,6,1406,268,254,252,16508.47656,2920.931152,2,1,0.038738,0.027252,0.011486,1,1,1,1,1,1.0,0,1,Exploits,1
1.745676,362,746,19306,1087890,31,29,88231.71875,4978848.0,2,370,0.000685,0.000537,0.000148,2,3,4,2,0,1.0,0,0,Benign,0
1.230059,12,18,1580,10168,31,29,9423.938477,62462.04297,3,5,0.00119,0.001039,0.000151,1,5,3,1,0,1.0,0,0,Benign,0
0.005111,18,18,3872,2456,31,29,5724124.5,3631383.25,7,7,0.000675,0.000543,0.000132,14,7,10,6,0,0.0,0,0,Benign,0
0.005394,18,18,4448,2456,31,29,6230626.5,3440860.25,7,7,0.000873,0.000534,0.000339,6,3,3,3,0,0.0,0,0,Benign,0
0.767267,10,8,1062,354,254,252,9967.84668,3232.251709,2,1,0.136359,0.056054,0.080305,2,2,2,1,1,1.0,0,1,Exploits,1
0.016342,8,10,1032,822,31,29,442051.1875,362256.7813,2,2,0.000861,0.000738,0.000123,1,5,7,1,0,1.0,0,0,Benign,0
0.00105,2,2,132,164,31,29,502857.1563,624761.9375,0,0,0.0,0.0,0.0,4,3,8,1,0,0.0,0,0,Benign,0
1.014183,12,18,1580,10168,31,29,11429.88965,75757.53125,3,5,0.000715,0.000552,0.000163,1,4,3,2,0,1.0,0,0,Benign,0
0.001164,2,2,130,162,31,29,446735.375,556701.0,0,0,0.0,0.0,0.0,3,3,7,1,0,0.0,0,0,Benign,0
0.025707,64,66,3806,51422,31,29,1166063.625,15760065.0,7,26,0.000733,0.000606,0.000127,6,1,4,1,0,0.0,0,0,Benign,0
1.207747,14,18,1684,10168,31,29,10359.78613,63615.97266,3,5,0.000654,0.000526,0.000128,4,2,5,2,0,4.0,0,0,Benign,0
0.242837,52,42,37184,3380,31,29,1201431.375,108714.8984,18,8,0.000653,0.000511,0.000142,1,8,6,5,0,0.0,0,0,Benign,0
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,7,7,8,7,2,0.0,0,1,Generic,1
0.016305,34,36,2230,15228,31,29,1062250.875,7264029.5,7,11,0.000753,0.000603,0.00015,13,2,6,1,0,0.0,0,0,Benign,0
0.051249,44,46,2766,27392,31,29,422096.0313,4183027.75,7,16,0.000717,0.000556,0.000161,9,1,5,1,0,0.0,0,0,Benign,0
0.223325,14,6,8928,320,31,29,297002.125,9564.536133,4,1,0.000703,0.000553,0.00015,3,9,7,5,0,0.0,0,0,Benign,0
0.897789,122,126,7804,15304,31,29,68978.34375,135292.375,30,32,0.000703,0.000548,0.000155,7,2,2,1,0,0.0,0,0,Benign,0
0.968814,20,40,2376,43056,62,252,18645.47852,346650.6563,6,17,0.086665,0.036559,0.050106,1,1,1,1,1,1.0,0,1,Exploits,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.0,0.0,0.0,20,7,8,7,2,0.0,0,1,Generic,1
0.005,18,18,4360,2456,31,29,6588800.0,3712000.0,7,7,0.000686,0.000554,0.000132,12,4,12,4,0,0.0,0,0,Benign,0
0.5649,10,8,782,1066,62,252,9969.90625,13212.95801,2,2,0.1248,0.070306,0.054494,1,1,1,1,1,1.0,0,1,DoS,1
0.037129,122,126,7814,16032,31,29,1669853.75,3426970.75,30,32,0.000687,0.000526,0.000161,5,3,2,2,0,0.0,0,0,Benign,0
1.350396,8,10,364,3754,62,252,1889.815918,20017.83203,1,3,0.246023,0.196517,0.049506,1,1,3,1,1,0.0,0,1,Exploits,1
3e-06,2,0,200,0,254,0,266666656.0,0.0,0,0,0.0,0.0,0.0,14,4,7,4,2,0.0,0,1,Fuzzers,1
0.036015,34,36,2230,15236,31,29,480910.7188,3290406.75,7,11,0.000655,0.000493,0.000162,5,2,5,2,0,0.0,0,0,Benign,0
1.143227,14,18,1684,10168,31,29,10944.45801,67206.25,3,5,0.000685,0.00054,0.000145,1,5,3,3,0,1.0,0,0,Benign,0
1.125711,10,8,944,354,254,252,6040.626953,2203.052246,2,1,0.198017,0.102022,0.095995,1,1,1,1,1,0.0,0,1,Exploits,1
6e-06,2,0,114,0,254,0,76000000.0,0.0,0,0,0.0,0.0,0.0,5,3,3,3,2,0.0,0,1,Generic,1
0.000996,2,2,146,178,31,29,586345.375,714859.4375,0,0,0.0,0.0,0.0,3,2,1,1,0,0.0,0,0,Benign,0
4.118191,30,24,5371,1878,62,252,10085.98242,3496.681152,9,8,0.197073,0.076496,0.120577,3,1,1,1,1,0.0,0,1,Exploits,1
15.087037,8,10,1052,824,31,29,488.366272,393.450348,2,2,0.00069,0.00055,0.00014,5,13,5,2,0,1.0,0,0,Benign,0
0.628166,10,6,992,268,254,252,11372.79004,2852.749023,2,1,0.130496,0.063751,0.066745,1,1,1,1,1,1.0,0,1,Exploits,1
0.048837,40,42,2542,21450,31,29,406085.5625,3430186.25,7,14,0.000683,0.000547,0.000136,7,3,4,2,0,0.0,0,0,Benign,0
0.808355,12,20,854,18762,254,252,7749.070801,176397.75,2,8,0.148987,0.064874,0.084113,1,1,1,2,1,1.0,0,1,DoS,1
4e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.0,0.0,0.0,14,6,6,6,2,0.0,0,1,Fuzzers,1
0.027148,42,44,2646,21978,31,29,761161.0,6329453.0,7,14,0.000686,0.000567,0.000119,4,4,3,1,0,0.0,0,0,Benign,0
0.013889,44,46,2766,27392,31,29,1557491.5,15434949.0,7,16,0.00069,0.000541,0.000149,14,1,8,1,0,0.0,0,0,Benign,0
0.743744,10,8,564,354,254,252,5464.245605,3334.480713,2,1,0.09927,0.052425,0.046845,1,1,1,1,1,0.0,0,1,Reconnaissance,1
0.889242,10,6,1064,268,254,252,8618.576172,2015.199463,2,1,0.155264,0.061252,0.094012,1,1,1,1,1,1.0,0,1,Exploits,1
8e-06,2,0,200,0,254,0,100000000.0,0.0,0,0,0.0,0.0,0.0,18,6,6,6,2,0.0,0,1,Fuzzers,1
0.038067,60,62,3598,49642,31,29,743741.25,10264428.0,7,24,0.000647,0.000485,0.000162,5,2,2,1,0,0.0,0,0,Benign,0
1.192929,12,18,1580,10168,31,29,9717.258789,64406.17969,3,5,0.000709,0.000552,0.000157,1,4,1,1,0,1.0,0,0,Benign,0
4e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.0,0.0,0.0,6,3,11,3,2,0.0,0,1,Backdoors,1
0.400044,10,6,1492,268,254,252,26857.04688,4479.507324,2,1,0.118326,0.061422,0.056904,2,1,2,2,1,1.0,0,1,Exploits,1
1.077591,10,8,858,354,254,252,5738.726562,2301.429932,2,1,0.09853,0.075282,0.023248,3,1,2,1,1,1.0,0,1,Exploits,1
0.104917,64,66,3806,50974,31,29,285711.5625,3827940.25,7,26,0.000631,0.000508,0.000123,7,2,5,2,0,0.0,0,0,Benign,0
0.004096,8,10,1052,822,31,29,1798828.125,1445312.5,2,2,0.000694,0.000544,0.00015,2,4,5,2,0,1.0,0,0,Benign,0
1.2e-05,2,0,1318,0,254,0,439333312.0,0.0,0,0,0.0,0.0,0.0,11,2,2,2,2,0.0,0,0,Benign,0
0.222549,8,12,424,8824,31,29,13336.38867,290776.4063,1,4,0.00067,0.000531,0.000139,4,2,4,2,0,0.0,0,0,Benign,0
0.006427,32,24,3728,5474,31,29,4496032.5,6529952.0,7,7,0.000805,0.00062,0.000185,1,2,1,1,0,0.0,0,0,Benign,0
1.219826,10,8,534,354,254,252,3154.54834,2033.076904,2,1,0.169273,0.076413,0.09286,8,1,2,1,1,0.0,0,1,Fuzzers,1
0.00108,2,2,130,162,31,29,481481.5,600000.0,0,0,0.0,0.0,0.0,3,2,3,1,0,0.0,0,0,Benign,0
0.376882,10,6,764,268,254,252,14604.04102,4754.804199,2,1,0.043699,0.033239,0.01046,1,2,1,1,1,1.0,0,1,Exploits,1
0.030908,52,54,3182,35916,31,29,807816.75,9124110.0,7,20,0.000763,0.000599,0.000164,6,1,1,1,0,0.0,0,0,Benign,0
8.889082,360,746,19202,1087890,31,29,17233.72656,977767.5625,2,370,0.000698,0.000529,0.000169,1,1,8,1,0,1.0,0,0,Benign,0
10.942649,442,858,24848,1094788,31,29,18125.04492,799450.3125,38,390,0.000669,0.000521,0.000148,8,2,2,2,0,0.0,0,0,Benign,0
0.001003,2,2,146,178,31,29,582253.25,709870.4375,0,0,0.0,0.0,0.0,10,4,2,2,0,0.0,0,0,Benign,0
0.0,3,2,179,116,29,31,43167.41016,20864.24805,0,0,0.0,0.0,0.0,1,1,1,1,0,0.0,0,0,Benign,0
1e-06,2,0,104,0,254,0,416000000.0,0.0,0,0,0.0,0.0,0.0,9,1,1,1,2,0.0,0,1,Fuzzers,1
0.00667,18,18,4064,2456,31,29,4604497.5,2782608.75,7,7,0.001721,0.001592,0.000129,8,8,4,3,0,0.0,0,0,Benign,0
2.005213,20,78,1226,96849,62,252,4647.885254,381437.7813,2,36,0.316663,0.128994,0.187669,3,1,1,1,1,1.0,0,1,Exploits,1
0.001105,2,2,146,178,31,29,528506.75,644343.875,0,0,0.0,0.0,0.0,1,3,5,2,0,0.0,0,0,Benign,0
0.629429,10,8,564,354,254,252,6456.645996,3940.079102,2,1,0.05335,0.007514,0.045836,2,1,1,1,1,0.0,0,1,Reconnaissance,1
