dur,spkts,dpkts,sbytes,dbytes,sttl,dttl,sload,dload,sloss,dloss,sinpkt,dinpkt,tcprtt,synack,ackdat,ct_srv_src,ct_dst_ltm,ct_src_ltm,ct_dst_src_ltm,ct_state_ttl,ct_flw_http_mthd,is_sm_ips_ports,label
0.546069,12,22,934,23816,62,252,12555.18945,333056.7813,2,9,49.566729,23.386238,0.105085,0.05495,0.050135,1,1,4,1,1,1.0,0,1
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,18,5,5,4,2,0.0,0,1
0.001019,2,2,146,178,31,29,573110.9375,698724.25,0,0,0.007,0.006,0.0,0.0,0.0,3,2,1,1,0,0.0,0,0
0.031909,72,74,4222,62044,31,29,1043968.813,15345138.0,7,30,0.444577,0.428014,0.000809,0.000652,0.000157,9,3,3,1,0,0.0,0,0
0.665228,12,8,2326,552,254,252,25651.35547,5808.534668,3,2,57.389091,84.895859,0.135411,0.070947,0.064464,1,1,1,1,1,0.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,16,7,6,6,2,0.0,0,1
0.886086,16,48,1222,56497,62,252,10346.62598,499454.9063,2,22,59.072401,16.300341,0.138166,0.097833,0.040333,3,1,1,2,1,1.0,0,1
0.241305,12,26,896,29234,62,252,27251.81836,931932.625,2,11,21.936818,9.29092,0.05381,0.008053,0.045757,2,1,1,1,1,1.0,0,1
0.001039,2,2,130,162,31,29,500481.2188,623676.625,0,0,0.011,0.003,0.0,0.0,0.0,2,1,8,1,0,0.0,0,0
0.466033,10,8,488,354,254,252,7553.112793,5321.51123,2,1,50.272333,59.109,0.120942,0.05226,0.068682,9,2,2,2,1,0.0,0,1
0.229034,10,8,800,1400,62,252,25149.10352,42788.40625,2,2,25.448222,30.723285,0.054011,0.007283,0.046728,1,1,1,1,1,1.0,0,1
0.216242,10,6,814,268,254,252,27117.76563,8287.011719,2,1,23.454111,41.799398,0.055226,0.007242,0.047984,1,1,1,1,1,1.0,0,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,8,4,4,4,2,0.0,0,1
0.117096,42,44,2646,24924,31,29,176470.5938,1664138.875,7,15,2.848146,2.710186,0.000683,0.00055,0.000133,8,9,6,1,0,0.0,0,0
0.019967,48,50,2974,33374,31,29,1167125.75,13104423.0,7,18,0.417681,0.393163,0.000939,0.000701,0.000238,10,2,2,2,0,0.0,0,0
0.029508,72,74,4238,59594,31,29,1133252.0,15938457.0,7,30,0.410141,0.401125,0.000755,0.000617,0.000138,14,1,8,1,0,0.0,0,0
0.000999,2,2,146,178,31,29,584584.5625,712712.6875,0,0,0.006,0.005,0.0,0.0,0.0,2,5,11,2,0,0.0,0,0
0.036861,44,46,2766,27392,31,29,586853.3125,5815794.5,7,16,0.848814,0.668578,0.006994,0.006769,0.000225,5,3,2,1,0,0.0,0,0
0.039178,16,18,1540,1644,31,29,294859.375,317116.75,4,4,2.585533,2.277118,0.001492,0.000464,0.001028,8,7,8,5,0,0.0,0,0
1e-05,2,0,168,0,254,0,67200000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,8,1,3,1,2,0.0,0,1
0.439249,10,8,796,1122,62,252,13058.65234,17885.07227,2,2,48.805444,53.184855,0.128957,0.06626,0.062697,3,3,2,5,1,1.0,0,1
2.61641,10,10,862,3542,62,252,2372.716797,9747.708008,2,3,290.712222,285.487222,0.1662,0.04632,0.11988,2,2,3,2,1,1.0,0,1
0.651354,12,8,1044,732,254,252,11753.97656,7872.831055,3,2,56.340364,86.45457,0.082966,0.046161,0.036805,3,1,1,1,1,0.0,0,1
0.011855,34,36,2230,14994,31,29,1460987.0,9837537.0,7,11,0.349576,0.316914,0.000891,0.000755,0.000136,10,2,2,1,0,0.0,0,0
6.615144,622,682,48672,85554,31,29,58766.97656,103313.25,144,199,10.651844,9.712948,0.000774,0.000615,0.000159,1,5,1,1,0,0.0,0,0
0.001215,2,2,146,178,31,29,480658.4063,586008.1875,0,0,0.006,0.006,0.0,0.0,0.0,1,2,2,1,0,0.0,0,0
1.59312,60,18,68197,784,254,252,336753.0313,3721.000244,27,1,26.98539,88.555883,0.143111,0.087662,0.055449,3,2,2,4,1,1.0,0,1
2.121872,234,438,13454,548216,31,29,50510.11719,2062198.0,21,197,9.105356,4.854298,0.000667,0.000533,0.000134,5,5,1,1,0,0.0,0,0
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,13,4,5,4,2,0.0,0,1
0.027098,52,42,37288,3380,31,29,10796664.0,974241.625,18,8,0.523647,0.646512,0.000739,0.000586,0.000153,9,18,7,5,0,0.0,0,0
0.064747,48,50,2974,30514,31,29,359924.0313,3694874.0,7,18,1.370638,1.311102,0.000626,0.000499,0.000127,9,5,6,2,0,0.0,0,0
0.001121,2,2,146,178,31,29,520963.4063,635147.1875,0,0,0.034,0.008,0.0,0.0,0.0,3,3,1,1,0,0.0,0,0
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,12,5,5,5,2,0.0,0,1
0.06777,46,48,2854,31538,31,29,329585.375,3645389.0,7,17,1.498533,1.430128,0.000705,0.000549,0.000156,2,4,2,2,0,0.0,0,0
2e-06,2,0,114,0,254,0,228000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,3,3,4,3,2,0.0,0,1
0.088973,66,68,3926,54286,31,29,347701.0,4809369.0,7,27,1.363892,1.318955,0.000751,0.000592,0.000159,10,1,8,1,0,0.0,0,0
1.264897,12,8,1078,716,254,252,6255.054688,3965.540283,3,2,110.861,131.526859,0.434162,0.344198,0.089964,2,2,1,1,1,0.0,0,1
0.04641,6,8,320,1898,31,29,46024.5625,286317.5938,1,2,9.2186,6.551857,0.000692,0.000543,0.000149,1,2,3,1,0,0.0,0,0
1.003187,12,8,990,726,254,252,7240.923828,5071.836426,3,2,87.674273,124.662141,0.234436,0.13055,0.103886,9,1,3,1,1,0.0,0,1
0.005393,22,24,1958,2308,31,29,2772483.0,3281290.75,6,6,0.240429,0.214217,0.000581,0.000458,0.000123,10,2,6,1,0,0.0,0,0
1.097801,14,18,1684,10168,31,29,11397.33008,69987.1875,3,5,84.419079,64.544824,0.000671,0.000534,0.000137,22,2,5,1,0,0.0,0,0
0.555695,222,438,12830,548216,31,29,183885.0469,7874319.5,21,197,2.512964,1.270547,0.000597,0.000462,0.000135,8,8,3,3,0,0.0,0,0
0.397939,12,6,4748,268,254,252,87510.89844,4503.202637,3,1,32.799819,62.937398,0.11518,0.083234,0.031946,9,1,2,1,1,0.0,0,1
0.223441,14,6,8928,320,31,29,296847.9375,9559.570312,4,1,17.18777,44.567199,0.000609,0.000471,0.000138,11,7,5,5,0,0.0,0,0
0.317597,16,18,1540,1644,31,29,36373.14063,39118.75781,4,4,21.152133,18.652176,0.000633,0.000501,0.000132,16,10,10,9,0,0.0,0,0
1.099864,14,18,1684,10168,31,29,11375.95215,69855.90625,3,5,84.578769,64.669941,0.000588,0.000472,0.000116,1,2,3,1,0,1.0,0,0
0.715955,10,10,778,1266,62,252,7832.894531,12738.23047,2,2,79.550556,72.488336,0.154349,0.062918,0.091431,1,1,2,1,1,1.0,0,1
1.9e-05,2,0,200,0,254,0,42105264.0,0.0,0,0,0.019,0.0,0.0,0.0,0.0,10,4,11,4,2,0.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,18,2,2,2,2,0.0,0,1
0.017257,40,42,2542,22546,31,29,1149214.875,10203396.0,7,14,0.432744,0.407805,0.000677,0.000534,0.000143,9,8,5,1,0,0.0,0,0
6e-06,2,0,104,0,254,0,69333328.0,0.0,0,0,0.006,0.0,0.0,0.0,0.0,2,4,1,1,2,0.0,0,1
1.00561,12,18,1580,10168,31,29,11527.33203,76403.375,3,5,91.386912,59.125119,0.000603,0.000479,0.000124,2,3,3,3,0,1.0,0,0
5.871504,24,22,1248,1632,62,252,1629.56543,2122.795166,7,9,255.282783,278.004344,0.059221,0.032553,0.026668,1,2,2,2,1,0.0,0,1
0.021973,42,42,2646,23354,31,29,940426.875,8300368.5,7,14,0.541425,0.520244,0.000782,0.000637,0.000145,7,3,3,1,0,0.0,0,0
0.815944,8,8,364,1642,62,252,3127.665527,14089.20215,1,2,116.563424,103.82257,0.154094,0.088523,0.065571,2,2,2,2,1,0.0,0,1
0.258671,10,6,1022,268,254,252,28453.13281,6927.719238,2,1,26.850333,43.196,0.076541,0.042682,0.033859,1,3,1,1,1,1.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,7,3,3,3,2,0.0,0,1
0.857996,10,8,802,1006,62,252,6731.966309,8214.490234,2,2,95.322889,104.470289,0.227499,0.126701,0.100798,1,1,5,1,1,1.0,0,1
0.261193,10,6,524,268,254,252,14456.74219,6860.82666,2,1,27.184889,44.884801,0.097577,0.036758,0.060819,1,1,1,1,1,0.0,0,1
0.887417,10,8,798,1074,62,252,6481.73291,8474.032227,2,2,98.601889,106.505,0.211801,0.125321,0.08648,5,2,3,5,1,4.0,0,1
0.437619,10,8,828,1268,62,252,13637.43359,20291.62305,2,2,48.624333,53.25543,0.086296,0.048047,0.038249,7,1,2,6,1,1.0,0,1
0.17926,10,6,804,268,254,252,32310.60938,9996.65332,2,1,18.325333,34.403199,0.051329,0.007237,0.044092,2,1,1,1,1,0.0,0,1
0.001134,2,2,146,178,31,29,514991.1875,627865.9375,0,0,0.011,0.009,0.0,0.0,0.0,3,1,1,1,0,0.0,0,0
0.007057,18,18,4600,2456,31,29,4925606.0,2630012.75,7,7,0.396529,0.380059,0.000763,0.000591,0.000172,6,4,4,3,0,0.0,0,0
0.014647,44,46,2750,28194,31,29,1468150.5,15064928.0,7,16,0.332953,0.312711,0.000698,0.000564,0.000134,6,2,3,2,0,0.0,0,0
0.789153,10,8,2516,354,254,252,22961.32813,3142.609863,2,1,83.016889,106.356141,0.106563,0.044652,0.061911,4,5,1,1,1,0.0,0,1
1.01218,14,18,1684,10168,31,29,12361.43848,75907.45313,3,5,77.828,59.510413,0.000623,0.000498,0.000125,2,3,4,2,0,1.0,0,0
0.281193,10,8,858,1030,62,252,21992.01367,25662.08984,2,2,31.243667,31.024428,0.076752,0.018984,0.057768,1,1,3,1,1,1.0,0,1
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,3,3,3,3,2,0.0,0,1
0.154875,84,86,4862,77276,31,29,248200.1719,3945272.0,7,36,1.861964,1.815894,0.000651,0.000521,0.00013,2,3,1,1,0,0.0,0,0
1.569291,32,32,7018,10010,254,252,34660.23828,49438.88672,13,13,50.622289,49.370289,0.083901,0.038152,0.045749,2,1,2,1,1,1.0,0,1
0.592329,10,8,800,3000,62,252,9724.325195,35453.26953,2,2,65.676778,72.926711,0.17461,0.081832,0.092778,1,1,1,1,1,1.0,0,1
0.357792,10,10,816,5360,62,252,16434.12891,107861.5547,2,3,39.647333,35.111778,0.083948,0.041783,0.042165,1,1,2,1,1,1.0,0,1
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,8,3,4,3,2,0.0,0,1
0.84482,10,6,822,268,254,252,7007.409668,2121.161865,2,1,88.031222,142.036,0.307988,0.134632,0.173356,1,1,1,1,1,1.0,0,1
0.004238,12,12,1036,2262,31,29,1793298.625,3915054.25,4,4,0.354182,0.331273,0.000746,0.000588,0.000158,2,7,1,1,0,0.0,0,0
0.005668,22,24,2054,2478,31,29,2767819.5,3352152.5,6,6,0.253,0.220087,0.000741,0.000595,0.000146,16,2,9,2,0,0.0,0,0
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,13,3,3,3,2,0.0,0,1
1.1e-05,2,0,168,0,254,0,61090908.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,2,1,1,1,2,0.0,0,1
0.117565,72,74,4238,65118,31,29,284438.4063,4371301.0,7,30,1.64993,1.591753,0.001536,0.001362,0.000174,4,2,3,1,0,0.0,0,0
0.262237,10,6,1018,268,254,252,27974.69336,6833.512695,2,1,28.438444,50.838602,0.021379,0.008033,0.013346,2,1,2,1,1,0.0,0,1
0.030492,64,66,3806,50952,31,29,983077.5,13165420.0,7,26,0.478905,0.461554,0.000633,0.000487,0.000146,9,2,3,2,0,0.0,0,0
0.000992,2,2,146,178,31,29,588709.6875,717741.9375,0,0,0.009,0.009,0.0,0.0,0.0,2,7,1,1,0,0.0,0,0
0.001031,2,2,146,178,31,29,566440.3125,690591.625,0,0,0.007,0.009,0.0,0.0,0.0,1,2,8,1,0,0.0,0,0
1e-05,2,0,114,0,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,12,4,4,4,2,0.0,0,1
1e-05,2,0,114,0,254,0,45600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,12,3,3,3,2,0.0,0,1
0.198608,10,6,1294,268,254,252,46926.60938,9022.798828,2,1,20.580556,38.292,0.053521,0.007142,0.046379,1,1,1,1,1,1.0,0,1
0.033276,60,62,3614,44706,31,29,854429.625,10574589.0,7,24,0.558051,0.535066,0.000746,0.000626,0.00012,9,1,5,1,0,0.0,0,0
1.273654,364,746,19410,1087890,31,29,121584.0391,6824032.5,2,370,3.507829,1.708944,0.000602,0.000488,0.000114,2,2,1,2,0,1.0,0,0
1.005617,14,18,1684,10168,31,29,12442.11231,76402.84375,3,4,77.325459,59.113414,0.000817,0.000685,0.000132,2,4,2,2,0,4.0,0,0
7e-06,2,0,114,0,254,0,65142856.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,6,3,3,3,2,0.0,0,1
7e-06,2,0,200,0,254,0,200000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,10,6,9,6,2,0.0,0,1
2e-06,2,0,86,0,254,0,172000000.0,0.0,0,0,0.002,0.0,0.0,0.0,0.0,10,6,5,2,2,0.0,0,1
8e-06,2,0,200,0,254,0,80000000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,15,7,9,7,2,0.0,0,1
0.716644,8,8,364,1824,62,252,3561.042969,17816.37695,1,2,102.377717,95.382,0.122574,0.047998,0.074576,1,1,1,1,1,0.0,0,1
1.1e-05,2,0,114,0,254,0,41454544.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,12,7,7,7,2,0.0,0,1
1e-06,2,0,114,0,254,0,456000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,11,4,4,4,2,0.0,0,1
4e-06,2,0,168,0,254,0,168000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,1,1,1,1,2,0.0,0,1
0.450786,28,30,4416,3080,31,29,75583.53906,52849.91016,7,7,16.683852,15.525379,0.000686,0.000546,0.00014,10,6,6,4,0,0.0,0,0
0.80005,28,90,2686,118390,62,252,25908.38086,1170676.75,6,43,29.631482,8.866112,0.05145,0.007001,0.044449,2,1,1,1,1,1.0,0,1
0.023237,44,46,2750,27344,31,29,925420.6875,9209451.0,7,16,0.533326,0.499733,0.000873,0.000738,0.000135,9,2,2,1,0,0.0,0,0
0.040804,72,74,4238,63618,31,29,819527.5,12304480.0,7,30,0.570028,0.545342,0.001199,0.00099,0.000209,5,4,4,3,0,0.0,0,0
4e-06,2,0,134,0,62,0,53600000.0,0.0,0,0,0.01,0.0,0.0,0.0,0.0,11,2,5,2,2,0.0,0,1
2.077638,10,10,910,1656,62,252,3153.581299,5741.135254,2,2,230.848667,216.959219,0.201958,0.124376,0.077582,5,1,1,4,1,1.0,0,1
1.1e-05,2,0,200,0,254,0,72727272.0,0.0,0,0,0.011,0.0,0.0,0.0,0.0,15,3,3,3,2,0.0,0,1
1.568827,10,8,1186,354,254,252,5446.106934,1580.798828,2,1,174.314111,215.808578,0.115693,0.05751,0.058183,1,1,1,1,1,0.0,0,1
1.004538,12,18,1580,10168,31,29,11539.63281,76484.90625,3,5,91.29082,59.061409,0.000616,0.000491,0.000125,1,3,3,1,0,1.0,0,0
0.033885,66,68,3926,57202,31,29,912970.375,13306419.0,7,27,0.516338,0.49609,0.000773,0.000636,0.000137,12,2,4,1,0,0.0,0,0
0.001041,2,2,146,178,31,29,560999.0625,683957.75,0,0,0.011,0.01,0.0,0.0,0.0,3,10,4,1,0,0.0,0,0
1.643794,10,10,802,2656,62,252,3513.82251,11636.49512,2,2,182.585444,172.908109,0.150064,0.087612,0.062452,2,1,2,1,1,1.0,0,1
1.241729,8,8,364,828,62,252,2055.19873,4670.90625,1,2,177.389857,164.067281,0.122736,0.071382,0.051354,1,2,3,2,1,0.0,0,1
0.223926,8,12,424,8824,31,29,13254.37891,288988.3438,1,4,31.940001,20.308454,0.000673,0.000529,0.000144,3,3,5,3,0,0.0,0,0
0.223204,14,6,8928,320,31,29,297163.125,9569.720703,4,1,17.169538,44.497199,0.000725,0.00058,0.000145,6,6,3,3,0,0.0,0,0
0.0018,4,4,544,304,31,29,1813333.375,1013333.375,0,0,0.461667,0.224,0.0,0.0,0.0,12,5,6,3,0,0.0,0,0
3.5e-05,2,0,114,0,254,0,13028571.0,0.0,0,0,0.035,0.0,0.0,0.0,0.0,11,7,8,7,2,0.0,0,1
0.001618,4,4,528,304,31,29,1957972.875,1127317.75,0,0,0.417,0.201667,0.0,0.0,0.0,6,5,5,3,0,0.0,0,0
0.000993,2,2,130,162,31,29,523665.6563,652568.0,0,0,0.012,0.004,0.0,0.0,0.0,8,3,4,2,0,0.0,0,0
0.803056,10,6,544,268,254,252,4881.353027,2231.47583,2,1,85.298222,139.404,0.24735,0.10603,0.14132,4,1,2,1,1,0.0,0,1
0.005236,12,12,1036,2262,31,29,1451489.75,3168831.25,4,4,0.440091,0.433,0.000949,0.000469,0.00048,6,3,4,2,0,0.0,0,0
1.005621,14,18,1684,10168,31,29,12442.06348,76402.54688,3,5,77.328305,59.121824,0.0007,0.000545,0.000155,1,2,7,1,0,1.0,0,0
1e-06,2,0,200,0,254,0,800000000.0,0.0,0,0,0.001,0.0,0.0,0.0,0.0,16,4,4,4,2,0.0,0,1
0.001164,2,2,130,162,31,29,446735.375,556701.0,0,0,0.012,0.008,0.0,0.0,0.0,1,8,3,2,0,0.0,0,0
0.001039,2,2,146,178,31,29,562078.9375,685274.3125,0,0,0.012,0.009,0.0,0.0,0.0,1,3,2,1,0,0.0,0,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,7,3,4,3,2,0.0,0,1
0.003953,8,10,1050,824,31,29,1859853.25,1501644.25,2,2,0.510143,0.378444,0.000697,0.000543,0.000154,2,4,10,1,0,1.0,0,0
1.092796,14,18,1684,10168,31,29,11449.53027,70307.72656,3,5,84.03469,64.249824,0.000681,0.000544,0.000137,5,3,5,1,0,1.0,0,0
1.2179,14,18,1684,10168,31,29,10273.4209,63085.63672,3,5,93.658387,71.609,0.000669,0.000545,0.000124,1,3,1,1,0,1.0,0,0
0.58535,12,26,1382,29462,62,252,17316.13672,387173.5,2,11,53.203273,20.63904,0.116949,0.069371,0.047578,2,1,1,1,1,1.0,0,1
0.012718,42,44,2646,25364,31,29,1624783.75,15592388.0,7,15,0.302268,0.282651,0.000729,0.000559,0.00017,17,2,3,1,0,0.0,0,0
0.494314,10,6,566,268,254,252,8253.863281,3625.226074,2,1,51.460444,85.106398,0.16754,0.068778,0.098762,4,1,1,1,1,0.0,0,1
0.001048,2,2,146,178,31,29,557251.9375,679389.375,0,0,0.011,0.009,0.0,0.0,0.0,1,4,1,1,0,0.0,0,0
1.280089,10,8,842,1734,62,252,4737.17041,9486.839844,2,2,142.232111,155.722422,0.231577,0.149422,0.082155,1,1,1,1,1,1.0,0,1
0.005027,18,18,3840,2456,31,29,5772031.0,3692063.0,7,7,0.276706,0.263647,0.000709,0.00054,0.000169,8,4,3,3,0,0.0,0,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,7,7,7,7,2,0.0,0,1
0.019904,48,50,2958,31784,31,29,1164389.0,12519694.0,7,18,0.416213,0.379755,0.001436,0.001289,0.000147,6,5,5,2,0,0.0,0,0
0.000982,2,2,146,178,31,29,594704.6875,725050.875,0,0,0.011,0.005,0.0,0.0,0.0,5,2,4,2,0,0.0,0,0
1.684162,30,20,18537,1752,62,252,85122.45313,7908.977539,12,6,58.042485,84.62758,0.167668,0.076233,0.091435,1,3,1,1,1,0.0,0,1
1.135761,14,18,1684,10168,31,29,11016.40234,67648.03125,3,5,87.336923,66.776824,0.000681,0.000549,0.000132,15,4,7,1,0,1.0,0,0
0.002949,6,8,320,1950,31,29,724313.3125,4630722.0,1,2,0.5246,0.349714,0.000626,0.000493,0.000133,2,4,5,2,0,0.0,0,0
0.210264,72,74,4238,61238,31,29,159038.1563,2298482.0,7,30,2.956775,2.872452,0.000718,0.000572,0.000146,19,2,20,1,0,0.0,0,0
0.03886,78,80,4550,67604,31,29,924755.5,13743489.0,7,33,0.500649,0.49009,0.000788,0.000622,0.000166,4,3,2,1,0,0.0,0,0
0.219686,10,8,988,1022,254,252,32409.89453,32591.97266,2,2,24.409556,28.020143,0.039045,0.016697,0.022348,2,1,2,1,1,1.0,0,1
0.552567,10,6,534,268,254,252,6963.861328,3243.045654,2,1,61.396333,91.354,0.172036,0.095139,0.076897,4,2,1,1,1,0.0,0,0
0.09675,66,68,3926,57474,31,29,319751.9375,4682501.5,7,27,1.482154,1.426806,0.001305,0.001148,0.000157,2,4,4,1,0,0.0,0,0
2.293482,10,8,980,354,254,252,3076.544678,1081.325195,2,1,243.924556,310.385844,0.185738,0.12078,0.064958,2,1,1,1,1,0.0,0,1
1.54578,18,26,1026,12464,62,252,5014.944336,62026.94141,6,9,90.928235,58.270519,0.11405,0.050873,0.063177,6,1,3,1,1,0.0,0,1
0.307608,16,18,1540,1644,31,29,37554.28906,40389.06641,4,4,20.4854,18.066059,0.000606,0.000475,0.000131,9,18,6,6,0,0.0,0,0
1.628024,10,6,534,268,254,252,2363.601562,1100.720825,2,1,180.891556,308.229188,0.115694,0.045267,0.070427,2,2,2,2,1,0.0,0,1
0.267259,24,8,21816,354,254,252,625819.875,9279.387695,9,1,11.619956,36.179285,0.031658,0.013288,0.01837,1,1,1,1,1,1.0,0,1
0.018945,44,46,2766,27384,31,29,1141831.625,11312326.0,7,16,0.432977,0.4088,0.000689,0.000546,0.000143,7,4,2,1,0,0.0,0,0
0.001747,4,4,536,304,31,29,1840870.0,1044075.563,0,0,0.46,0.212667,0.0,0.0,0.0,14,4,5,2,0,0.0,0,0
0.213788,32,24,3728,5474,31,29,135161.9375,196306.625,7,7,6.896387,9.263392,0.000721,0.000592,0.000129,1,3,4,1,0,0.0,0,0
1.140782,14,18,1684,10168,31,29,10967.91504,67350.28906,3,5,87.722077,67.072824,0.00068,0.000541,0.000139,2,1,4,2,0,1.0,0,0
0.526483,10,12,1228,2364,62,252,16805.86133,32927.9375,2,3,58.498111,44.802364,0.047621,0.032906,0.014715,1,1,1,1,1,1.0,0,1
0.672549,10,6,898,268,254,252,9623.09082,2664.489746,2,1,74.670222,112.219,0.311123,0.111443,0.19968,1,1,2,1,1,1.0,0,1
0.035336,4,4,568,312,31,29,96445.55469,52977.13672,0,0,6.678667,11.28,0.0,0.0,0.0,11,3,2,2,0,0.0,0,0
0.562574,10,6,756,268,254,252,9684.058594,3185.358643,2,1,56.750889,80.820797,0.217844,0.158462,0.059382,6,1,1,1,1,0.0,0,1
1.007137,14,18,1684,10168,31,29,12423.33496,76287.53906,3,5,77.446308,59.209647,0.00073,0.000568,0.000162,3,2,4,2,0,4.0,0,0
7e-06,2,0,104,0,254,0,59428572.0,0.0,0,0,0.007,0.0,0.0,0.0,0.0,6,2,2,1,2,0.0,0,1
0.001051,2,2,146,178,31,29,555661.3125,677450.0625,0,0,0.007,0.005,0.0,0.0,0.0,1,2,1,1,0,0.0,0,0
3.525939,10,8,2118,354,254,252,4326.790527,703.358765,2,1,391.618667,494.881,0.144378,0.061768,0.08261,3,2,1,1,1,0.0,0,1
0.456138,10,12,852,6672,62,252,13452.06934,107265.7813,2,4,50.682,37.738637,0.105852,0.040337,0.065515,1,1,1,1,1,0.0,0,1
1.379851,20,38,1112,31378,62,252,6128.197754,177137.9688,6,17,72.56484,36.293352,0.081487,0.036995,0.044492,1,1,1,1,1,0.0,0,1
0.005803,22,24,2054,2478,31,29,2703429.25,3274168.5,6,6,0.259524,0.225304,0.000765,0.000611,0.000154,10,2,1,1,0,0.0,0,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,17,2,4,2,2,0.0,0,1
0.001075,2,2,130,162,31,29,483720.9063,602790.6875,0,0,0.01,0.009,0.0,0.0,0.0,4,3,3,2,0,0.0,0,0
4e-06,2,0,114,0,254,0,114000000.0,0.0,0,0,0.004,0.0,0.0,0.0,0.0,7,4,3,3,2,0.0,0,1
1.021128,14,18,1684,10168,31,29,12253.11523,75242.27344,3,5,78.516998,60.031647,0.000727,0.000585,0.000142,2,2,1,1,0,1.0,0,0
25.303246,442,858,24848,1094788,31,29,7838.362305,345730.5,38,390,57.376277,29.478522,0.041047,0.04016,0.000887,8,4,2,1,0,0.0,0,0
0.173274,4,4,568,312,31,29,19668.27148,10803.69824,0,0,47.669668,44.321,0.0,0.0,0.0,10,5,6,2,0,0.0,0,0
0.001094,2,2,130,162,31,29,475319.9375,592321.8125,0,0,0.01,0.008,0.0,0.0,0.0,4,4,9,3,0,0.0,0,0
0.304199,24,26,2048,2410,31,29,51624.09766,60960.09375,6,7,13.206261,12.14632,0.000655,0.000531,0.000124,4,1,1,1,0,0.0,0,0
0.092672,66,68,3926,51770,31,29,333822.5313,4403401.5,7,27,1.420092,1.37397,0.000778,0.000605,0.000173,4,5,2,1,0,0.0,0,0
0.028992,56,58,3390,42312,31,29,918874.1875,11474338.0,7,22,0.519873,0.498509,0.000668,0.000543,0.000125,9,5,4,2,0,0.0,0,0
0.920797,14,14,1412,764,254,252,11398.82129,6168.569336,6,3,5364.3675,5365.869,0.072667,0.042724,0.029943,5,2,2,2,1,0.0,0,0
0.004988,18,18,4280,2456,31,29,6484362.5,3720930.5,7,7,0.274706,0.259882,0.000705,0.000566,0.000139,8,5,3,3,0,0.0,0,0
0.005132,4,4,568,320,31,29,664068.625,374123.1563,0,0,1.351,1.167667,0.0,0.0,0.0,9,4,7,3,0,0.0,0,0
0.029112,60,62,3598,48710,31,29,972519.9375,13169827.0,7,24,0.487136,0.46723,0.000735,0.000601,0.000134,7,1,1,1,0,0.0,0,0
0.031437,52,42,37316,3380,31,29,9313612.0,839774.8125,18,8,0.609294,0.753439,0.000716,0.000541,0.000175,1,2,1,1,0,0.0,0,0
0.000987,2,2,146,178,31,29,591692.0,721377.9375,0,0,0.004,0.01,0.0,0.0,0.0,19,7,19,3,0,0.0,0,0
0.648845,10,6,588,268,254,252,6534.688477,2761.830566,2,1,68.636778,114.116797,0.10543,0.078251,0.027179,3,1,1,1,1,0.0,0,1
0.188708,10,6,962,268,254,252,36712.80469,9496.152344,2,1,20.967556,29.259801,0.040192,0.027262,0.01293,1,1,1,1,1,1.0,0,1
0.543999,12,8,1018,740,254,252,13735.31934,9529.428711,3,2,45.130636,70.36457,0.13508,0.051437,0.083643,5,1,1,1,1,0.0,0,1
0.749427,6,8,320,1854,31,29,2850.17749,17325.23633,1,2,149.8224,106.99357,0.000601,0.000468,0.000133,6,4,3,2,0,0.0,0,0
