Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length_duplicated_0,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,day,Label,label_name
53,173,2,2,84,116,42,42,42.0,0.0,58,58,58.0,0.0,1156069.364,23121.38728,57.66666667,59.09596715,121,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,64,64,11560.69364,11560.69364,42,58,48.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,60.5,42.0,58.0,64,0,0,0,0,0,0,2,84,2,116,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Thursday,0,BENIGN
53,23931,1,1,54,116,54,54,54.0,0.0,116,116,116.0,0.0,7103.7566336551,83.5736074548,23931.0,0.0,23931,23931,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,41.7868037274,41.7868037274,54,116,74.6666666667,35.7957166898,1281.3333333333,0,0,0,0,0,0,0,0,1,112.0,54.0,116.0,20,0,0,0,0,0,0,1,54,1,116,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
443,48,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,250000.0,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0,0,0,40,0,41666.66667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,0,BENIGN
21,8726128,9,15,109,188,28,0,12.11111111,10.10500426,34,0,12.53333333,14.54975045,34.03571435,2.750360756,379396.8696,981933.2572,2935880,3,5746796,718349.5,1324190.814,2900037,25,8726034,623288.1429,1211618.445,2935880,3,0,0,0,0,296,488,1.031385283,1.718975472,0,34,11.88,12.79426955,163.6933333,0,0,0,1,0,0,0,0,1,12.375,12.11111111,12.53333333,296,0,0,0,0,0,0,9,109,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,1,FTP-Patator
80,98278018,6,6,336,11595,336,0,56.0,137.1714256,5792,0,1932.5,2534.051598,121.4004947,0.122102585,8934365.273,29600000.0,98300000,1,98300000,19700000.0,43900000.0,98300000,1,5420,1084.0,2077.307031,4792,47,0,0,0,0,200,200,0.061051292,0.061051292,0,5792,917.7692308,1907.821976,3639784.692,0,0,0,0,1,0,0,0,1,994.25,56.0,1932.5,200,0,0,0,0,0,0,6,336,6,11595,251,235,1,32,4.0,0.0,4,4,98300000.0,0.0,98300000,98300000,Wednesday,1,DoS Hulk
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
53,31257,4,2,148,298,37,37,37.0,0.0,149,149,149.0,0.0,14268.8037879515,191.9570016316,6251.4,13376.8096084231,30166,3,30173,10057.6666666667,17414.3275016101,30166,3,3,3.0,0.0,3,3,0,0,0,0,80,40,127.9713344211,63.9856672105,37,149,69.0,54.6504040851,2986.6666666667,0,0,0,0,0,0,0,0,0,80.5,37.0,149.0,80,0,0,0,0,0,0,4,148,2,298,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
56815,64,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,187500.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15625.0,15625.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,1024,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Thursday,0,BENIGN
21,10010318,9,15,103,188,22,0,11.44444444,9.043106644,34,0,12.53333333,14.54975045,29.07000557,2.397526232,435231.2174,1130125.522,3404575,3,6563508,820438.5,1514322.453,3376916,250,10000000,715016.5714,1394977.809,3404575,3,0,0,0,0,296,488,0.899072337,1.498453895,0,34,11.64,12.52623913,156.9066667,0,0,0,1,0,0,0,0,1,12.125,11.44444444,12.53333333,296,0,0,0,0,0,0,9,103,15,188,29200,227,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,1,FTP-Patator
8652,55,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,218181.8182,36363.63636,55.0,0.0,55,55,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,18181.81818,18181.81818,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,30016,63982,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,0,BENIGN
1038,27,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,296296.2963,74074.07407,27.0,0.0,27,27,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,37037.03704,37037.03704,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,99456700,9,5,350,11595,350,0,38.88888889,116.6666667,4344,0,2319.0,2196.731436,120.102517,0.140764775,7650515.385,27500000.0,99300000,0,99300000,12400000.0,35100000.0,99300000,0,149478,37369.5,67427.55712,138218,64,0,0,0,0,296,168,0.090491641,0.050273134,0,4344,796.3333333,1621.322638,2628687.095,0,0,0,0,1,0,0,0,0,853.2142857,38.88888889,2319.0,296,0,0,0,0,0,0,9,350,5,11595,251,235,1,32,991.0,0.0,991,991,99300000.0,0.0,99300000,99300000,Wednesday,1,DoS Hulk
27356,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
443,145379,11,7,2106,559,1448,0,191.4545454545,434.7970477444,421,0,79.8571428571,158.9784351953,18331.3958687293,123.8143060552,8551.705882353,12797.9322195263,41814,3,145379,14537.9,20098.4646978597,63351,3,115184,19197.3333333333,15872.7466264244,41814,595,0,0,0,0,364,232,75.6642981448,48.1500079104,0,1448,140.2631578947,342.8776655999,117565.093567251,0,0,0,1,0,0,0,0,0,148.0555555556,191.4545454545,79.8571428571,364,0,0,0,0,0,0,11,2106,7,559,65535,1120,6,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
443,4463533,8,7,766,436,565,0,95.75,195.99180012,261,0,62.2857142857,101.1413438143,269.2934050224,3.3605666184,318823.785714286,1079526.76319018,4061739,3,401791,57398.7142857143,93647.4016399001,264742,4,4421239,736873.166666667,1633206.54624373,4061788,3,0,0,0,0,268,232,1.7923021965,1.5682644219,0,565,75.125,150.6580565386,22697.85,0,0,0,1,0,0,0,0,0,80.1333333333,95.75,62.2857142857,268,0,0,0,0,0,0,8,766,7,436,65535,66,4,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
80,252630,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,47.50029688,7.916716146,252630.0,0.0,252630,252630,252630,252630.0,0.0,252630,252630,0,0.0,0.0,0,0,0,0,0,0,40,0,7.916716146,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,0,BENIGN
49245,3,2,0,37,0,37,0,18.5,26.1629509039,0,0,0.0,0.0,12333333.3333333,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,1,0,0,0,64,0,666666.666666667,0.0,0,37,24.6666666667,21.36195996,456.3333333333,0,1,0,0,1,0,0,0,0,37.0,18.5,0.0,64,0,0,0,0,0,0,2,37,0,0,118,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
80,99240904,8,6,397,11595,385,0,49.625,135.5390692,5792,0,1932.5,2179.547086,120.8372709,0.141070863,7633915.692,27500000.0,99200000,1,99200000,14200000.0,37500000.0,99200000,1,76482,15296.4,27752.62439,64090,88,0,0,0,0,240,200,0.080611922,0.060458941,0,5792,799.4666667,1619.536039,2622896.981,0,0,0,0,1,0,0,0,0,856.5714286,49.625,1932.5,240,0,0,0,0,0,0,8,397,6,11595,251,235,3,20,1013.0,0.0,1013,1013,99200000.0,0.0,99200000,99200000,Wednesday,1,DoS Hulk
32776,48,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,125000.0,41666.66667,48.0,0.0,48,48,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,20833.33333,20833.33333,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,84245828,9,5,1434,11595,354,0,159.3333333,184.6916349,8688,0,2319.0,3776.347044,154.6545427,0.166180336,6480448.308,23100000.0,83200000,0,84100000,10500000.0,29400000.0,83200000,1,84200000,21100000.0,41500000.0,83300000,192,0,0,0,0,260,168,0.106830216,0.05935012,0,8688,869.0,2285.138101,5221856.143,1,0,0,0,0,0,0,0,0,931.0714286,159.3333333,2319.0,260,0,0,0,0,0,0,9,1434,5,11595,0,235,6,20,12988.0,0.0,12988,12988,83200000.0,0.0,83200000,83200000,Wednesday,1,DoS Hulk
5679,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
53,50410,1,1,51,67,51,51,51.0,0.0,67,67,67.0,0.0,2340.805396,39.67466772,50410.0,0.0,50410,50410,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,19.83733386,19.83733386,51,67,56.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,20,0,0,0,0,0,0,1,51,1,67,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,0,BENIGN
443,115826965,22,19,870,6242,507,0,39.54545455,115.8647517,1448,0,328.5263158,572.9005507,61.40193693,0.353976296,2895674.125,4538409.319,10200000,15,116000000,5515569.762,5088177.906,10200000,23,113000000,6256332.111,5107647.587,10200000,161,0,0,0,0,712,616,0.1899385,0.164037796,0,1448,169.3333333,415.2740891,172452.5691,0,0,0,1,0,0,0,0,0,173.4634146,39.54545455,328.5263158,712,0,0,0,0,0,0,22,870,19,6242,29200,972,4,32,107758.5455,72620.72246,326718,85718,10100000.0,54398.05124,10200000,10000000,Friday,0,BENIGN
53,30704,1,1,41,115,41,41,41.0,0.0,115,115,115.0,0.0,5080.7712350182,65.1380927566,30704.0,0.0,30704,30704,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.5690463783,32.5690463783,41,115,65.6666666667,42.72391992,1825.3333333333,0,0,0,0,0,0,0,0,1,98.5,41.0,115.0,32,0,0,0,0,0,0,1,41,1,115,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
80,84916034,9,5,686,11595,343,0,76.22222222,151.2487833,7240,0,2319.0,3331.638186,144.6252188,0.164868746,6532002.615,23500000.0,84600000,1,84800000,10600000.0,29900000.0,84600000,1,318364,79591.0,110782.6463,235056,46,0,0,0,0,296,168,0.105987051,0.058881695,0,7240,818.7333333,2095.377411,4390606.495,0,0,0,0,1,0,0,0,0,877.2142857,76.22222222,2319.0,296,0,0,0,0,0,0,9,686,5,11595,274,235,2,32,1016.0,0.0,1016,1016,84600000.0,0.0,84600000,84600000,Wednesday,1,DoS Hulk
80,540312,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,21519.04825,16.6570426,67539.0,181016.1679,515052,48,24511,12255.5,16926.01502,24224,287,540197,108039.4,227770.5333,515052,48,0,0,0,0,72,132,5.552347533,11.10469507,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,DDoS
80,2,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,2,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0,0,0,64,0,1000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,274,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
8903,97,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20618.5567,97.0,0.0,97,97,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,10309.27835,10309.27835,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,33232,64209,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,0,BENIGN
137,23743068,78,0,3900,0,50,50,50.0,0.0,0,0,0.0,0.0,164.2584690403,3.2851693808,308351.532467533,2035445.89123716,17692983,0,23743068,308351.532467533,2035445.89123716,17692983,0,0,0.0,0.0,0,0,0,0,0,0,1560,0,3.2851693808,0.0,50,50,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,50.641025641,50.0,0.0,1560,0,0,0,0,0,0,78,3900,0,0,-1,-1,77,20,3026164.0,0.0,3026164,3026164,17692983.0,0.0,17692983,17692983,Monday,0,BENIGN
80,52306,3,5,26,11601,20,0,8.666666667,10.26320288,5840,0,2320.2,2436.833027,222288.074,152.9461247,7472.285714,16783.00577,45225,68,6395,3197.5,4165.566048,6143,252,52100,13025.0,21665.00415,45225,68,0,0,0,0,72,112,57.35479677,95.59132795,0,5840,1291.888889,2110.95076,4456113.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,DDoS
123,116379,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,824.8910886,17.18523101,116379.0,0.0,116379,116379,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,8.592615506,8.592615506,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,20,0,0,0,0,0,0,1,48,1,48,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Thursday,0,BENIGN
50621,1369,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,13148.28342,2191.38057,684.5,962.3723292,1365,4,1369,684.5,962.3723292,1365,4,0,0.0,0.0,0,0,0,0,0,0,60,0,2191.38057,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,60,0,0,0,0,0,0,3,18,0,0,33,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Thursday,0,BENIGN
53,30747,2,2,88,218,44,44,44.0,0.0,109,109,109.0,0.0,9952.1904576056,130.0939929099,10249.0,17746.5925743507,30741,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,65.0469964549,65.0469964549,44,109,70.0,35.6019662378,1267.5,0,0,0,0,0,0,0,0,1,87.5,44.0,109.0,64,0,0,0,0,0,0,2,88,2,218,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
443,42080361,13,8,1112,4496,629,0,85.53846154,180.3758185,1418,0,562.0,638.8608165,133.2688187,0.499045148,2104018.05,9360182.592,41900000,1,42100000,3506696.75,12100000.0,41900000,1,160517,22931.0,28606.05709,58787,3,0,0,0,0,428,264,0.308932711,0.190112437,0,1418,254.9090909,459.8016041,211417.5152,0,0,0,1,0,0,0,0,0,267.047619,85.53846154,562.0,428,0,0,0,0,0,0,13,1112,8,4496,65535,175,6,32,209400.0,0.0,209400,209400,41900000.0,0.0,41900000,41900000,Friday,0,BENIGN
1700,46,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,173913.0435,43478.26087,46.0,0.0,46,46,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21739.13043,21739.13043,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,98421734,5,7,357,11595,345,0,71.4,152.9764688,4344,0,1656.428571,1760.597234,121.4365925,0.12192429,8947430.364,29700000.0,98400000,21,98400000,24600000.0,49200000.0,98400000,999,98400000,16400000.0,40200000.0,98400000,47,0,0,0,0,144,232,0.050801787,0.071122502,0,4344,919.8461538,1497.890675,2243676.474,1,0,0,0,0,0,0,0,1,996.5,71.4,1656.428571,144,0,0,0,0,0,0,5,357,7,11595,0,235,2,20,11990.0,0.0,11990,11990,98400000.0,0.0,98400000,98400000,Wednesday,1,DoS Hulk
30,43,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,186046.5116,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,23255.81395,23255.81395,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
54074,25,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80000.0,25.0,0.0,25,25,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,40000.0,40000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,122,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Tuesday,0,BENIGN
53,245180,1,1,47,143,47,47,47.0,0.0,143,143,143.0,0.0,774.9408597765,8.1572722082,245180.0,0.0,245180,245180,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,4.0786361041,4.0786361041,47,143,79.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,118.5,47.0,143.0,20,0,0,0,0,0,0,1,47,1,143,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
443,1,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,12000000.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
80,701229,3,5,26,11601,20,0,8.666666667,10.26320288,7300,0,2320.2,3022.508098,16580.8887,11.40854129,100175.5714,250256.943,667009,17,33818,16909.0,23402.40603,33457,361,701179,175294.75,328191.7676,667009,189,0,0,0,0,72,112,4.278202984,7.130338306,0,7300,1291.888889,2460.652985,6054813.111,0,0,0,1,0,0,0,0,1,1453.375,8.666666667,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,DDoS
53,24402,2,2,78,120,39,39,39.0,0.0,60,60,60.0,0.0,8114.089009,163.9209901,8134.0,14046.95088,24354,1,1,1.0,0.0,1,1,47,47.0,0.0,47,47,0,0,0,0,64,64,81.96049504,81.96049504,39,60,47.4,11.50217371,132.3,0,0,0,0,0,0,0,0,1,59.25,39.0,60.0,64,0,0,0,0,0,0,2,78,2,120,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,0,BENIGN
80,9578760,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.131929394,0.521988232,2394690.0,4787389.403,9575774,4,9578760,2394690.0,4787389.403,9575774,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.521988232,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2986.0,0.0,2986,2986,9575774.0,0.0,9575774,9575774,Friday,1,DDoS
443,273834,6,6,356,3782,212,0,59.3333333333,89.2248097037,1460,0,630.3333333333,677.217148828,15111.3448293492,43.8221696356,24894.0,39308.110654164,86069,38,273834,54766.8,44403.0663321803,88896,87,187779,37555.8,50029.6109689052,98451,191,0,0,0,0,132,132,21.9110848178,21.9110848178,0,1460,318.3076923077,533.9168762731,285067.230769231,0,0,0,1,0,0,0,0,1,344.8333333333,59.3333333333,630.3333333333,132,0,0,0,0,0,0,6,356,6,3782,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
80,85594095,6,7,746,11595,367,0,124.3333333,187.9879429,4344,0,1656.428571,1760.597234,144.1805068,0.151879636,7132841.25,24600000.0,85300000,4,85500000,17100000.0,38100000.0,85300000,4,85600000,14300000.0,34800000.0,85300000,43,0,0,0,0,176,232,0.070098294,0.081781343,0,4344,881.9285714,1446.077424,2091139.918,1,0,0,0,0,0,0,0,1,949.7692308,124.3333333,1656.428571,176,0,0,0,0,0,0,6,746,7,11595,0,235,3,20,12001.0,0.0,12001,12001,85300000.0,0.0,85300000,85300000,Wednesday,1,DoS Hulk
80,5610117,8,8,700,5407,353,0,87.5,162.0264529,1448,0,675.875,685.2270609,1088.569098,2.851990431,374007.8,1281764.589,5000391,1,609726,87103.71429,83902.56053,195597,1,5472384,781769.1429,1864433.902,5000461,2,0,0,0,0,264,260,1.425995215,1.425995215,0,1448,359.2352941,558.5906965,312023.5662,0,0,0,1,0,0,0,0,1,381.6875,87.5,675.875,264,0,0,0,0,0,0,8,700,8,5407,29200,16616,2,32,0.0,0.0,0,0,0.0,0.0,0,0,Thursday,0,BENIGN
80,2552204,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,11.75454627,1.959091044,638051.0,1274774.086,2550212,3,2552204,638051.0,1274774.086,2550212,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.959091044,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,DDoS
49916,62,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,32258.064516129,62.0,0.0,62,62,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,16129.0322580645,16129.0322580645,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,63,33304,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Monday,0,BENIGN
33899,43,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,139534.8837,46511.62791,43.0,0.0,43,43,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,23255.81395,23255.81395,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,84934325,7,6,352,11595,352,0,50.28571429,133.0434945,4344,0,1932.5,1754.831473,140.661623,0.153059437,7077860.417,24500000.0,84800000,4,84800000,14100000.0,34600000.0,84800000,4,150670,30134.0,59674.54591,136333,33,0,0,0,0,232,200,0.08241662,0.070642817,0,4344,853.3571429,1460.593958,2133334.709,0,0,0,0,1,0,0,0,0,919.0,50.28571429,1932.5,232,0,0,0,0,0,0,7,352,6,11595,274,235,1,32,995.0,0.0,995,995,84800000.0,0.0,84800000,84800000,Wednesday,1,DoS Hulk
1352,64,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,93750.0,31250.0,64.0,0.0,64,64,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,15625.0,15625.0,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,Friday,1,PortScan
80,5,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5,5,5,5.0,0.0,5,5,0,0.0,0.0,0,0,0,0,0,0,64,0,400000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,Wednesday,1,DoS Hulk
