Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
6112,6,330,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,6060.606061,330.0,0.0,330.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,3030.30303,3030.30303,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,563,1,1,32,121.0,32,32,32.0,0.0,121,121,121.0,0.0,271758.4369,3552.397869,563.0,0.0,563.0,563.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1776.198934,1776.198934,32,121,61.66666667,51.38417396,2640.333333,0,0,0,0,0,0,0,0,1,92.5,32.0,121.0,0,0,0,0,0,0,1,32,1,121,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,5,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,400000.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,200000.0,200000.0,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,506,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3952.56917,506.0,0.0,506.0,506.0,506.0,506.0,0.0,506.0,506.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3952.56917,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,521,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3838.771593,521.0,0.0,521.0,521.0,521.0,521.0,0.0,521.0,521.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3838.771593,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,7,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,386680,24,20,1912,2665.0,640,0,79.6666666667,133.8339875812,976,0,133.25,268.7712537496,11836.6608047998,113.7891796835,8992.5581395349,19005.1593750629,90352.0,5.0,386622.0,16809.652173913,25518.1616102028,90352.0,222.0,386672.0,20351.1578947368,34699.2634748334,128887.0,12.0,0,0,0,0,776,648,62.0668252819,51.7223544016,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,0,104.0227272727,79.6666666667,133.25,0,0,0,0,0,0,24,1912,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,520,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,3846.153846,520.0,0.0,520.0,520.0,520.0,520.0,0.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,3846.153846,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
58167,6,34,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.52941,34.0,0.0,34.0,34.0,34.0,34.0,0.0,34.0,34.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,58823.52941,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,64240,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
51291,6,12454,5,2,129,326.0,112,0,25.8,48.74628191,326,0,163.0,230.5168107,36534.44676,562.0684118,2075.666667,4698.609227,11660.0,1.0,12454.0,3113.5,5700.923229,11660.0,1.0,53.0,53.0,0.0,53.0,53.0,0,0,0,0,124,40,401.477437,160.5909748,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,0,65.0,25.8,163.0,0,0,0,0,0,0,5,129,2,326,8192,2053,2,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,6,60515255,19,19,2425,8268.0,581,0,127.6315789,191.5403092,1460,0,435.1578947,524.7387988,176.6992472,0.627940839,1635547.432,3727009.731,10000000.0,2.0,60500000.0,3361958.611,4838539.1,10000000.0,226.0,60500000.0,3361055.167,4848689.474,10000000.0,2.0,0,0,0,0,392,464,0.31397042,0.31397042,0,1460,274.1794872,416.5106855,173481.1511,0,0,0,1,0,0,0,0,1,281.3947368,127.6315789,435.1578947,0,0,0,0,0,0,19,2425,19,8268,8192,141,13,20,69293.16667,111307.0717,295827.0,11691.0,9991660.0,22509.03068,10000000.0,9945737.0,0
53,17,280,1,1,44,60.0,44,44,44.0,0.0,60,60,60.0,0.0,371428.5714,7142.857143,280.0,0.0,280.0,280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3571.428571,3571.428571,44,60,49.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,74.0,44.0,60.0,0,0,0,0,0,0,1,44,1,60,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,17,786,1,1,32,128.0,32,32,32.0,0.0,128,128,128.0,0.0,203562.340966921,2544.5292620865,786.0,0.0,786.0,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1272.2646310433,1272.2646310433,32,128,64.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,17,1103,1,1,53,119.0,53,53,53.0,0.0,119,119,119.0,0.0,155938.35,1813.236627,1103.0,0.0,1103.0,1103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,906.6183137,906.6183137,53,119,75.0,38.10511777,1452.0,0,0,0,0,0,0,0,0,1,112.5,53.0,119.0,0,0,0,0,0,0,1,53,1,119,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
3389,6,1661584,9,7,1128,1581.0,661,0,125.3333333,213.4830204,1173,0,225.8571429,430.0986044,1630.371982,9.629365714,110772.2667,239117.4802,960487.0,83.0,1661584.0,207698.0,360117.3598,1094939.0,13276.0,1579704.0,263284.0,343435.9564,960487.0,92883.0,0,0,0,0,192,152,5.416518214,4.2128475,0,1173,159.3529412,310.3705328,96329.86765,0,0,1,1,0,0,0,1,0,169.3125,125.3333333,225.8571429,0,0,0,0,0,0,9,1128,7,1581,8192,62872,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,6,19,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,105263.157894737,19.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,52631.5789473684,52631.5789473684,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
59833,6,86359131,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.023159103,86400000.0,0.0,86400000.0,86400000.0,86400000.0,86400000.0,0.0,86400000.0,86400000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.023159103,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62562,-1,0,20,0.0,0.0,0.0,0.0,86400000.0,0.0,86400000.0,86400000.0,0
0,0,112638766,3,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.026633815,56300000.0,32.52691193,56300000.0,56300000.0,113000000.0,56300000.0,32.52691193,56300000.0,56300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.026633815,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56300000.0,32.52691193,56300000.0,56300000.0,0
80,6,79610304,11,12,438,1950.0,431,0,39.81818182,129.7411409,1460,0,162.5,432.2062849,29.99611709,0.288907325,3618650.182,4874659.799,10000000.0,0.0,70300000.0,7028596.3,4835688.339,10000000.0,240.0,79600000.0,7234475.091,4644780.549,10000000.0,0.0,0,0,0,0,232,336,0.138173069,0.150734257,0,1460,99.5,317.5902474,100863.5652,0,0,1,1,0,0,0,1,1,103.826087,39.81818182,162.5,0,0,0,0,0,0,11,438,12,1950,8192,946,8,20,35698.0,12102.84647,63144.0,31015.0,10000000.0,7378.79736,10000000.0,9999831.0,0
22,6,360178,22,20,1912,2665.0,640,0,86.9090909091,137.6880217811,976,0,133.25,268.7712537496,12707.6056838563,116.6090099895,8784.8292682927,19935.7744982512,101018.0,5.0,360131.0,17149.0952380952,28012.645581781,101018.0,404.0,360173.0,18956.4736842105,38265.8961992245,138188.0,10.0,0,0,0,0,712,648,61.0809099945,55.528099995,0,976,106.4418604651,207.2918694941,42969.919158361,0,0,0,1,0,0,0,0,0,108.9761904762,86.9090909091,133.25,0,0,0,0,0,0,22,1912,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,2264,1,1,38,86.0,38,38,38.0,0.0,86,86,86.0,0.0,54770.3180212014,883.3922261484,2264.0,0.0,2264.0,2264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,441.6961130742,441.6961130742,38,86,54.0,27.7128129211,768.0,0,0,0,0,0,0,0,0,1,81.0,38.0,86.0,0,0,0,0,0,0,1,38,1,86,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,17,2620,1,1,42,138.0,42,42,42.0,0.0,138,138,138.0,0.0,68702.2900763359,763.358778626,2620.0,0.0,2620.0,2620.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,381.679389313,381.679389313,42,138,74.0,55.4256258422,3072.0,0,0,0,0,0,0,0,0,1,111.0,42.0,138.0,0,0,0,0,0,0,1,42,1,138,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51469,6,32,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,62500.0,32.0,0.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,62500.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,259,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,6,71244,10,13,1021,8334.0,693,0,102.1,219.2626279,1460,0,641.0769231,644.8997934,131309.3032,322.8342036,3238.363636,6158.410769,25694.0,2.0,71223.0,7913.666667,11058.43364,34730.0,173.0,59885.0,4990.416667,8308.423989,25694.0,2.0,0,0,0,0,212,272,140.3626972,182.4715064,0,1460,389.7916667,560.4311988,314083.1286,0,0,1,1,0,0,0,1,1,406.7391304,102.1,641.0769231,0,0,0,0,0,0,10,1021,13,8334,8192,30,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
443,6,15350568,10,13,1551,7514.0,517,0,155.1,225.2758555885,1460,0,578.0,672.1293278331,590.5318943247,1.4983158929,697753.090909091,2354077.42003697,10007254.0,1.0,10133924.0,1125991.55555556,3330495.55520977,10007254.0,525.0,15324067.0,1277005.58333333,3134098.07977117,10033778.0,1.0,0,0,0,0,212,284,0.6514416926,0.8468742004,0,1460,377.7083333333,553.1554918722,305980.998188406,0,0,0,1,0,0,0,0,1,394.1304347826,155.1,578.0,0,0,0,0,0,0,10,1551,13,7514,8192,35,5,20,76591.0,70822.4009900822,126670.0,26512.0,7598692.5,3406220.33910969,10007254.0,5190131.0,0
53,17,452,1,1,61,77.0,61,61,61.0,0.0,77,77,77.0,0.0,305309.7345,4424.778761,452.0,0.0,452.0,452.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2212.389381,2212.389381,61,77,66.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,99.5,61.0,77.0,0,0,0,0,0,0,1,61,1,77,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080,6,12036,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,37803.2569,581.5885676,2006.0,4412.401886,11003.0,22.0,573.0,286.5,328.8046533,519.0,54.0,11539.0,3846.333333,6201.865633,11003.0,45.0,0,0,0,0,72,92,249.2522433,332.3363244,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,6,115080526,16,14,540,213.0,529,0,33.75,132.0674070314,213,0,15.2142857143,56.9266445273,6.5432443366,0.2606870254,3968294.0,4880375.13700957,10003808.0,52.0,115080526.0,7672035.06666667,4167635.48518402,10015398.0,193.0,110188441.0,8476033.92307692,3758841.83260317,10021754.0,1387.0,0,0,0,0,332,424,0.1390330802,0.1216539452,0,529,24.2903225806,101.148469604,10231.0129032258,0,0,0,1,0,0,0,0,0,25.1,33.75,15.2142857143,0,0,0,0,0,0,16,540,14,213,8192,110,12,20,18254.6363636364,21157.7738303099,81994.0,11528.0,9998870.54545455,15282.2854335577,10003808.0,9952867.0,0
80,6,81,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24691.35802,81.0,0.0,81.0,81.0,81.0,81.0,0.0,81.0,81.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,24691.35802,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080,6,11387,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,39957.84667,614.7361026,1897.833333,4204.944585,10472.0,17.0,548.0,274.0,333.7544007,510.0,38.0,10894.0,3631.333333,5926.77529,10472.0,36.0,0,0,0,0,72,92,263.4583297,351.2777729,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,9514,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,47824.25899,735.7578306,1585.666667,3503.719833,8730.0,16.0,482.0,241.0,274.3574311,435.0,47.0,9095.0,3031.666667,4937.288156,8730.0,29.0,0,0,0,0,72,92,315.3247845,420.433046,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,496,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4032.258065,496.0,0.0,496.0,496.0,496.0,496.0,0.0,496.0,496.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4032.258065,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,386148,22,22,1928,2665.0,640,0,87.6363636364,137.7805520365,976,0,121.1363636364,258.6415602914,11894.4031821996,113.9459481857,8980.1860465116,23598.7967825398,104665.0,5.0,386026.0,18382.1904761905,33326.1614000458,104665.0,220.0,386139.0,18387.5714285714,42246.4109594785,142719.0,12.0,0,0,0,0,712,712,56.9729740928,56.9729740928,0,976,102.0666666667,203.7409674518,41510.3818181818,0,0,0,1,0,0,0,0,1,104.3863636364,87.6363636364,121.1363636364,0,0,0,0,0,0,22,1928,22,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,383256,22,20,1928,2665.0,640,0,87.6363636364,137.7805520365,976,0,133.25,268.7712537496,11984.1568038074,109.587325443,9347.7073170732,27116.6606132133,152551.0,4.0,383203.0,18247.7619047619,36502.0152743718,152551.0,264.0,383252.0,20171.1578947368,47807.0481243359,156150.0,14.0,0,0,0,0,712,648,57.4028847559,52.1844406872,0,976,106.8139534884,207.2870399796,42967.9169435216,0,0,0,1,0,0,0,0,0,109.3571428571,87.6363636364,133.25,0,0,0,0,0,0,22,1928,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
27356,6,274,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,7299.270073,274.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,24,20,3649.635036,3649.635036,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,1024,0,0,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
8080,6,680,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2941.176471,680.0,0.0,680.0,680.0,680.0,680.0,0.0,680.0,680.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,2941.176471,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
443,6,116811629,60,107,836,143563.0,205,0,13.93333333,45.55900129,1460,0,1341.71028,366.0928073,1236.169731,1.42965218,703684.512,6362507.861,58300000.0,0.0,117000000.0,1979858.119,10600000.0,58300000.0,18.0,117000000.0,1101137.066,7956933.144,58400000.0,0.0,0,0,0,0,1212,2152,0.51364749,0.91600469,0,1460,859.5178571,704.3367881,496090.3111,0,0,0,1,0,0,0,0,1,864.6646707,13.93333333,1341.71028,0,0,0,0,0,0,60,836,107,143563,8192,1013,7,20,215096.5,172492.3353,337067.0,93126.0,58100000.0,249690.011,58300000.0,58000000.0,0
443,6,5016691,3,1,32,0.0,31,0,10.66666667,17.61628035,0,0,0.0,0.0,6.378706602,0.797338325,1672230.333,2887012.16,5005859.0,17.0,5016691.0,2508345.5,3547312.184,5016674.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,32,0.598003744,0.199334581,0,31,6.6,13.6491758,186.3,0,0,0,0,1,0,0,0,0,8.25,10.66666667,0.0,0,0,0,0,0,0,3,32,1,0,254,1909,1,20,10815.0,0.0,10815.0,10815.0,5005859.0,0.0,5005859.0,5005859.0,0
53,17,1659,1,1,43,99.0,43,43,43.0,0.0,99,99,99.0,0.0,85593.73116,1205.545509,1659.0,0.0,1659.0,1659.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,602.7727547,602.7727547,43,99,61.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,92.5,43.0,99.0,0,0,0,0,0,0,1,43,1,99,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,17,721,1,1,51,79.0,51,51,51.0,0.0,79,79,79.0,0.0,180305.131761442,2773.9251040222,721.0,0.0,721.0,721.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1386.9625520111,1386.9625520111,51,79,60.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,90.5,51.0,79.0,0,0,0,0,0,0,1,51,1,79,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,6,7,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
22,6,385776,23,20,1912,2665.0,640,0,83.1304347826,135.7374820439,976,0,133.25,268.7712537496,11864.3979926175,111.4636472979,9185.1428571429,17646.6337888181,82738.0,3.0,385720.0,17532.7272727273,22338.0581608668,82738.0,236.0,385753.0,20302.7894736842,39263.4662300422,163041.0,8.0,0,0,0,0,744,648,59.6200904152,51.8435568828,0,976,104.0227272727,205.4948071133,42228.1157505285,0,0,0,1,0,0,0,0,0,106.4418604651,83.1304347826,133.25,0,0,0,0,0,0,23,1912,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,6,96,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,20833.3333333333,96.0,0.0,96.0,96.0,96.0,96.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,20833.3333333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
22,6,7,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,285714.285714286,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,32,32,142857.142857143,142857.142857143,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,241,230,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,949,1,1,40,105.0,40,40,40.0,0.0,105,105,105.0,0.0,152792.4131,2107.48156,949.0,0.0,949.0,949.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1053.74078,1053.74078,40,105,61.66666667,37.5277675,1408.333333,0,0,0,0,0,0,0,0,1,92.5,40.0,105.0,0,0,0,0,0,0,1,40,1,105,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
80,6,5981240,4,4,97,232.0,97,0,24.25,48.5,232,0,58.0,116.0,55.0053166233,1.3375152978,854462.857142857,2233412.78678278,5919102.0,40.0,62138.0,20712.6666666667,35600.8758085153,61821.0,126.0,5981089.0,1993696.33333333,3452709.62852718,5980542.0,234.0,0,0,0,0,92,92,0.6687576489,0.6687576489,0,232,36.5555555556,80.0048609634,6400.7777777778,0,0,0,1,0,0,0,0,1,41.125,24.25,58.0,0,0,0,0,0,0,4,97,4,232,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8080,6,456,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4385.964912,456.0,0.0,456.0,456.0,456.0,456.0,0.0,456.0,456.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,4385.964912,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,2052,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,17,1227,1,1,30,132.0,30,30,30.0,0.0,132,132,132.0,0.0,132029.339853301,1629.9918500408,1227.0,0.0,1227.0,1227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,814.9959250204,814.9959250204,30,132,64.0,58.8897274573,3468.0,0,0,0,0,0,0,0,0,1,96.0,30.0,132.0,0,0,0,0,0,0,1,30,1,132,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
